,Login,Namespace,Pontuação
2931,lidiane.silva,itamarati,2.5060000000000002
2932,ligia.giovaninetti.universitario,universitariolondrina,2.0262000000000002
2933,ligia.serpa,acessosantafelicidade,2.0433
2934,ligiacr76,villalobos,2.0139
2935,lili.zuke.prof,colegiobrasilia,2.6634
2936,lilian.juliane.universitario,universitariolondrina,3.0147000000000004
2937,lilianemonay10,faculdadeflamingo,3.5298999999999996
2938,liliansantos,amadeus,1.5453
2939,limeliee,alpha,2.5232
2940,lisiane.maria,colegiojoaopaulo,4.0443999999999996
2941,livia.melo,acessosjpinhais,2.0038
2942,livia.migliorini,adrianochan,2.0022
2943,livia.santos,acessoboqueirao,0.0
2944,liza.parente,brasilcursinhos,2.5098000000000003
2945,lize.lopes,profederal,2.037
2946,lore.oliv,colegiobrasilia,1.0493999999999999
2947,loren.chicilia,universitariolondrina,3.0128000000000004
2948,lorena.baia,physicsumarizal,3.5801
2949,lorena.esteves,physicsaugustomontenegro,2.5057
2950,lorena.falci,integra,4.5137
2951,lorena.passos,casdvest,1.0062
2952,lorenzo.pellegatti,colegiodasamericas,3.5274
2953,lorraine.espacolivre,ceespacolivre,2.5016
2954,lourdes.moretti,itamarati,1.0091
2955,lrusso,psantagema,2.5153
2956,lsduarte,eccos,3.5247
2957,lua.marins,physicscidadenova,3.0016
2958,lua.marins1,amais,2.0021
2959,luan.fagu,colegiobrasilia,2.5343999999999998
2960,luana.aimi,brasilcursinhos,2.5012999999999996
2961,luana.alves,itamarati,2.5054999999999996
2962,luana.andrade,amadeus,1.5341
2963,luana.dacosta,physicsaugustomontenegro,3.5339
2964,luana.liborio,stellamarisjuveve,3.5370999999999997
2965,luana.peres,colegiojoaopaulo,4.5289
2966,luana.rocha,itamarati,3.5087
2967,luana.sousa,universobarcarena,2.0006
2968,luanarvs12,gamt,3.5088
2969,lubarlei,conexaosaber,4.0009
2970,luc.torres,cursoisfera,2.0021
2971,lucas.alberto,acessopinhais,1.0185
2972,lucas.andrade.universitario,universitariolondrina,4.5592999999999995
2973,lucas.dos,acessoalmirantetamandare,2.5069999999999997
2974,lucas.fernandesalves,acessocampolargo,2.0008999999999997
2975,lucas.limbert,cem,3.5145999999999997
2976,lucas.lopes,casdvest,1.0029
2977,lucas.monteiro,colegiopremium,1.0014
2978,lucas.moreira,physicscidadenova,1.0024
2979,lucas.moreira1,universobarcarena,2.5015
2980,lucas.negrao,stellamarisaguaverde,2.5484
2981,lucas.negrao.universitario,universitariolondrina,2.5031999999999996
2982,lucas.prado.universitario,universitariolondrina,3.0159000000000002
2983,lucas.secarelli,aescobjetivo,2.5014
2984,lucas2021,acessoboqueirao,2.5096
2985,lucasaraujo,colegioguilhermedealmeida,3.5069
2986,lucasasouza,profederal,3.548
2987,lucasassis,amadeus,1.507
2988,lucascascelli,portinari,2.5266
2989,lucaselsilva,educarse,3.0023999999999997
2990,lucasprado12,primeirodemaio,1.0009
2991,lucasremigio,conexaosaber,1.501
2992,lucastostes,villalobos,3.5231
2993,lucasvivot,colegiodasamericas,3.0572000000000004
2994,lucca.luiz,colegioeag,2.5068
2995,luceliascoelho,ceabb,4.5403
2996,luci.giovaninetti.universitario,universitariolondrina,2.0058
2997,luciah,objetivolorena,1.0872
2998,luciana.albuquerque,physicsbatistacampos,5.0116000000000005
2999,luciana.correa,colegiopremium,1.0005
3000,luciana.dacosta,itamarati,1.0117
3001,luciana.favoretto,acessosjpinhais,2.0063
3002,luciana.goes,portinari,1.5296
3003,luciana.helena,acessohauer,3.6214
3004,luciana.marques,educarse,3.5006
3005,luciana.mello,acessosjpinhais,6.019099999999999
3006,lucianacravero,colegioguilhermedealmeida,2.5471000000000004
3007,lucianafava,alpha,4.532
3008,lucianafr10,sas,2.6365
3009,luciane.cavalcanti,manoelqueiroz,1.0003
3010,luciane.duarte,elitecuritibaemilianoperneta,4.0009999999999994
3011,luciane.mello,mariliamattoso,4.5321
3012,luciano.machado,colegiojoaopaulo,4.0274
3013,lucianodantas,amadeus,6.0329999999999995
3014,lucianodesafio,colegioecursodesafio,4.085
3015,luciany.martins,physicsalmirantebarroso,3.556
3016,luciene.cruz,mariliamattoso,1.0158
3017,luciliaisabel,colegioguilhermedealmeida,1.5432
3018,lucimara.almeida,physicsbatistacampos,3.0068
3019,lucimara.melem,physicsumarizal,3.0023
3020,lucimarrodrigues10,faculdadeflamingo,3.5784
3021,lucio.miguel,elitecuritibaemilianoperneta,1.0012
3022,lucy.amado,mariliamattoso,3.0047000000000006
3023,lucy.sant,colegiobrasilia,2.0111
3024,ludmila.abud,mariliamattoso,2.5049
3025,luhsantos01,spdacruz,2.5037000000000003
3026,luicascarlos,colegioguilhermedealmeida,4.0114
3027,luis.carlos,stellamarisjuveve,2.597
3028,luis.dadalti,cursoisfera,1.0068
3029,luis.felipe,acessopinhais,2.0249
3030,luis.gp,casdvest,2.0015
3031,luis.henrique,casdvest,1.0108
3032,luis.marafigo,acessopinhais,1.0323
3033,luis.siqueira,acessosjpinhais,1.016
3034,luiscarlosramos,villalobos,3.5504
3035,luisgustavoleitao,colegioecursodesafio,3.5256000000000003
3036,luissantos10,faculdadeflamingo,4.51
3037,luisvictor,amadeus,1.0002
3038,luiz.antonio,colegiouniverso,2.5039
3039,luiz.bargallo10,faculdadeflamingo,2.0092
3040,luiz.bueno.universitario,universitariolondrina,2.0049
3041,luiz.carlos,stellamarisjuveve,1.082
3042,luiz.dossantos,itamarati,2.07
3043,luiz.godoy,educarse,4.5019
3044,luiz.gonzaga,physicsalmirantebarroso,1.0026
3045,luiz.guilherme.marcondes,casdvest,1.0021
3046,luiz.paulo,acessoalmirantetamandare,1.0158
3047,luiz.ricardo,acessoboqueirao,3.5088999999999997
3048,luiz.santos,colegioecursodesafio,2.5444
3049,luiz.silva,cem,6.0009999999999994
3050,luiz.silvadasilva,physicscidadenova,1.0024
3051,luiz.tiago,aescobjetivo,4.5498
3052,luiz.toniolo,elitecuritibaemilianoperneta,3.5039
3053,luiza.batista,acessocampolargokids,2.5004
3054,luiza.coelho,stellamarisjuveve,1.0231
3055,luiza.over,overmossoro,3.5280000000000005
3056,luiza.santiago,aescobjetivo,1.0026
3057,luizalavorato,colegiointegral,3.5114
3058,luizao,amadeus,3.0002
3059,luizasmenezes,colegiointegral,1.0034
3060,luizcassiani,villalobos,1.0011
3061,luize.kristine,acessoalmirantetamandare,2.5112
3062,luizfernando.pes,pesenglish,3.0004
3063,luizfernandoleite,colegioguilhermedealmeida,6.0065
3064,luizgf85,primeirodemaio,3.5085
3065,luizweb231,isem,3.5042
3066,luzianderson.silva,colegiouniverso,3.005
3067,macvest.aarao,macvest,2.5002
3068,macvest.anac,macvest,3.006
3069,macvest.anal,macvest,3.0031999999999996
3070,macvest.clara,macvest,3.0011
3071,macvest.felipe,macvest,5.5091
3072,macvest.fernando,macvest,3.5039
3073,macvest.gabrielt,macvest,1.002
3074,macvest.gui,macvest,3.0046
3075,macvest.idmariecurie,macvest,5.0008
3076,macvest.isatonani,macvest,2.0002
3077,macvest.joaopedro.almeida,macvest,4.5079
3078,macvest.jorgehvs001,macvest,3.0052999999999996
3079,macvest.laugusto,macvest,3.0048
3080,macvest.lucas.cremostim,macvest,1.0105
3081,macvest.maria,macvest,4.5015
3082,macvest.mariac,macvest,5.0069
3083,macvest.millena37,macvest,3.0052
3084,macvest.monick,macvest,2.0049
3085,macvest.pedrodjk360,macvest,2.0004
3086,macvest.renan,macvest,4.5035
3087,macvest.rene,macvest,2.0042999999999997
3088,macvest.tamires,macvest,4.0049
3089,macvest.tamiresb,macvest,3.0056000000000003
3090,macvest.tatiane,macvest,3.0037000000000003
3091,macvest.thayrone,macvest,4.0053
3092,macvest.theogiovannib.s,macvest,2.0063
3093,macvest.thiago,macvest,2.5056000000000003
3094,macvest.viiiriebrio,macvest,2.0064
3095,macvest.virginia,macvest,2.0014
3096,macvest.vitoriacprado,macvest,4.5043999999999995
3097,macvest.william,macvest,3.0051
3098,macvestinho.anna,macvest,2.5016
3099,macvestinho.davidias0102,macvest,3.5051999999999994
3100,macvestinho.eirinhas,macvest,2.5027999999999997
3101,macvestinho.ericneves,macvest,2.5043
3102,macvestinho.guilherme,macvest,1.0004
3103,macvestinho.isabella,macvest,3.5063999999999997
3104,macvestinho.joaov,macvest,4.5069
3105,macvestinho.luana,macvest,2.0073
3106,macvestinho.maria,macvest,2.502
3107,macvestinho.mariaeduarda,macvest,3.5054999999999996
3108,macvestinho.mariat,macvest,2.5039
3109,macvestinho.pedro,macvest,2.0006
3110,macvestinho.rafael,macvest,3.503
3111,macvestinho.stefanny,macvest,2.5003
3112,macvestinho.vitor,macvest,3.5054
3113,maestra2021,colegioecursodesafio,3.5008999999999997
3114,magalycastro10,colegioflamingo,3.0032
3115,maicon.faccini,stellamarisjuveve,3.5217
3116,maikon.oliveira,acessoalmirantetamandare,2.0301
3117,malupe,brasilcursinhos,2.5125
3118,manoel.correa,physicsconselheirofurtado,2.0008999999999997
3119,manoel.fernandes,casdvest,1.0032
3120,manoel.pilar,physicsmacapa,3.5231
3121,manoela.cristina,physicsbatistacampos,1.5016
3122,manuella.galvao,stellamarisjuveve,3.6082000000000005
3123,mara.lopes,overmossoro,3.5143
3124,maraysa.ferreira,physicsbatistacampos,3.5077
3125,marc.gato.brasilia,colegiobrasilia,4.029299999999999
3126,marc.souz.brasilia,colegiobrasilia,2.0372
3127,marcela.belomaia,acessosjpinhais,2.0255
3128,marcela.granato,mariliamattoso,2.5134
3129,marcela.oliveira,amadeus,1.5537
3130,marcelaurbano,villalobos,1.0272000000000001
3131,marcelesantos,colegioecursodesafio,1.0192
3132,marcellols49,apogeustoantonio2,3.0028999999999995
3133,marcelo.augusto,physicscidadenova,1.0005
3134,marcelo.brazao,physicsalcindocacela,1.0005
3135,marcelo.brito,cursoenfase,1.0008
3136,marcelo.crispim,aescobjetivo,1.0099
3137,marcelo.dossantos,cursoenfase,2.0286
3138,marcelo.lobato,physicsalcindocacela,2.1122
3139,marcelo.lobatodossantos,physicsaugustomontenegro,2.0179
3140,marcelo.nazare,colegiouniverso,2.5069
3141,marcelo.nunes,colegiojoaopaulo,2.0076
3142,marcelo.parreira,itamarati,2.5377
3143,marcelo.rocha,physicsalcindocacela,2.5035
3144,marcelo.tavares,physicscidadenova,1.0021
3145,marcelogg59,colegioecursoprogressao,4.0102
3146,marcia.alves,stellamarisxaxim,3.577
3147,marcia.araujo,mariliamattoso,2.0322
3148,marcia.azevedo,universobarcarena,1.0101
3149,marcia.costa,stellamarisjuveve,1.0348
3150,marcia.serafim,acessoalmirantetamandare,2.5042999999999997
3151,marciacs15,apogeustoantonio2,2.5023999999999997
3152,marciasilva.apsantos,litteratus,3.0003
3153,marciavirginia,amadeus,4.0067
3154,marcio.augusto,cursoenfase,2.0007
3155,marcio.correa,physicsalmirantebarroso,3.5069
3156,marcio.marcal,physicsaugustomontenegro,1.0001
3157,marcio.resende,aescobjetivo,1.0073
3158,marcio.ribeiro1,universobarcarena,2.5271999999999997
3159,marcio.santos,colegiouniverso,1.5048
3160,marcioaurelyano,colegiointegral,3.5123
3161,marciocorrea,colegioguilhermedealmeida,1.5005
3162,marco.antonio,cursoenfase,1.0019
3163,marcoguerrera10,faculdadeflamingo,2.0044
3164,marcos.andre,physicsalcindocacela,2.0028
3165,marcos.bio,cursoenfase,1.0034
3166,marcos.bondan,colegiojoaopaulo,2.0167
3167,marcos.castilho.universitario,universitariolondrina,2.0046999999999997
3168,marcos.daniel.universitario,universitariolondrina,1.0175
3169,marcos.girard1,universobarcarena,2.5073
3170,marcos.ramos,stellamarisxaxim,2.5849
3171,marcos.santos,colegiojoaopaulo,3.5111
3172,marcosazevedo,colegiobilac,3.5094000000000003
3173,marcosc,profederal,2.5161
3174,marcosmiranda1808,conexaosaber,1.5117
3175,marcosurbano,villalobos,3.5226
3176,marcus.galdino,casdvest,1.0025
3177,marcus.silva,overmossoro,2.0018000000000002
3178,marcus.souza,elitecuritiba,2.0476
3179,marcus.vinicius,stellamarisjuveve,3.0079000000000002
3180,marcuseloi,colegiointegral,1.0131000000000001
3181,margarete.sicchieri,itamarati,1.0135
3182,margarettepalmeira,colegiobilac,3.0023
3183,mari.bibo,colegiobrasilia,2.0176
3184,maria.carmo,acessosantafelicidade,2.5076
3185,maria.denise,stellamarisjuveve,1.0001
3186,maria.eunice,aescobjetivo,1.0454
3187,maria.flavia,integra,2.5289
3188,maria.gsilva,profederal,2.15
3189,maria.helena,casdvest,2.0006
3190,maria.isabel,physicsalmirantebarroso,2.0064
3191,maria.jesus,physicsalmirantebarroso,1.5093
3192,maria.jose.agostinho,colegiodasamericas,1.0019
3193,maria.leite,colegioeducallis,1.5025
3194,maria.lucia,aescobjetivo,1.0435
3195,maria.luiza,acessoalmirantetamandare,2.5243
3196,maria.passos,physicsbatistacampos,3.552
3197,maria.pinto,acessohauer,3.519
3198,maria.pinto2,acessosantafelicidade,1.01
3199,maria.socorro,insa,3.641
3200,maria.souzaprof,overpontanegra,2.0034
3201,maria.sugobono,colegiofuturageracao,3.5194
3202,maria.tereza,colegiojoaopaulo,2.0185
3203,mariabussi,colegiointegral,3.513
3204,mariacarolina.herdy,mariliamattoso,2.5195
3205,mariacristina.matos,acessocampolargokids,3.5172
3206,mariadelphino10,faculdadeflamingo,4.5326
3207,mariadne.leite,itamarati,1.0037
3208,mariaeugenia,spdacruz,2.5076
3209,mariafernandav,villalobos,1.5047
3210,mariaferrazza,villalobos,1.5055
3211,mariaferrez,sas,2.5994
3212,mariahelena.silva,itamarati,3.5664000000000002
3213,mariaislf34,apogeu,2.505
3214,marialuiza.oliveira,acessosjpinhais,2.0614999999999997
3215,mariana.almeida,mariliamattoso,3.5570000000000004
3216,mariana.aranha,macvest,1.0002
3217,mariana.castilho,amais,3.5093999999999994
3218,mariana.chaves,aescobjetivo,2.5218
3219,mariana.dias,profederal,3.0209
3220,mariana.lopes,acessohauer,3.5317
3221,mariana.loureiro,educarse,3.5025
3222,mariana.lucats,colegioflamingo,2.0091
3223,mariana.mascarenhas,mariliamattoso,3.5323
3224,mariana.nerome,educarse,3.5060000000000002
3225,mariana.oliva,mariliamattoso,1.0179
3226,mariana.oliveira2,colegiodasamericas,2.509
3227,mariana.raquel,casdvest,3.0143
3228,mariane.gardezani,elitecuritiba,2.0872
3229,mariane.silva,colegiouirapuru,1.5005
3230,mariangela.lopes.universitario,universitariolondrina,2.0218
3231,mariasgorbissa10,faculdadeflamingo,3.5226999999999995
3232,mariasouza10,faculdadeflamingo,3.5214
3233,mariavanessa,amadeus,1.5026
3234,marileusa,colegioeag,6.0006
3235,marilia.ianhez,stellamarisjuveve,1.0848
3236,mariliaferreira,colegiointegral,2.5293
3237,mariluci.prof,colegiobrasilia,2.0597000000000003
3238,marina.campos,aescobjetivo,1.0173
3239,marina.ferreira,casdvest,2.5068
3240,marina.logullo,amais,2.5023999999999997
3241,marina.siqueira,primeirodemaio,1.0007
3242,marinacaleffi,villalobos,1.0117
3243,marinafeitosa,villalobos,3.5031999999999996
3244,marinagoulartdorigo,primeirodemaio,1.0026
3245,mario.junior,acessosjpinhais,2.0375
3246,mario.palheta,physicsconselheirofurtado,1.0004
3247,mario.pereira,physicsaugustomontenegro,3.5063
3248,mario.pqueiroz,physicsbatistacampos,3.5063
3249,mario.queiroz,physicsalmirantebarroso,1.0046
3250,mario.souza,acessocampolargo,2.0412999999999997
3251,mariofisica,colegiointegral,3.5031
3252,marioramires10,faculdadeflamingo,3.5088999999999997
3253,marisa.raatz,universitariolondrina,1.0491
3254,marl.bozz,colegiobrasilia,1.0707
3255,marla.silva,portinari,1.0341
3256,marlinha85,colegiosete,1.5046
3257,marlonpdp30,colegioecursoprogressao,2.5008999999999997
3258,marta.lima,colegiojoaopaulo,4.5583
3259,martha.rheingantz,colegiojoaopaulo,3.5185999999999997
3260,marumjacob,alpha,3.5055000000000005
3261,marynara.flor,physicsumarizal,2.5292
3262,massila.guedes,colegiopremium,3.0077
3263,master.ana.cecilia,tiathais,1.5001
3264,master.daniele.freitas,tiathais,1.5001
3265,master.elvira.carmen,habilisescolaecurso,1.5002
3266,master.luana.barros,escolavida,1.5001
3267,master.maria.edjalma,tiquinhodegente,1.0018
3268,master.maria.gloria,tiquinhodegente,3.0080999999999998
3269,master.pedro.costa,escolavida,1.5001
3270,master.suely.soares,tiquinhodegente,2.0077
3271,materiais.pas,santadoroteia,1.1045
3272,mateus.lordelo,portinari,1.5035
3273,mateus.marra,casdvest,1.0009
3274,mateus.silva,casdvest,2.015
3275,mateusgaspar,educarse,4.503
3276,mateuspm25,brasilcursinhos,2.0061999999999998
3277,matheus.favaro.universitario,universitariolondrina,2.0191999999999997
3278,matheus.luz,colegiojoaopaulo,3.516
3279,matheusprevelato7,primeirodemaio,1.0043
3280,matlansoliveira,isem,2.0041
3281,matriculador.alessandra.oliveira,physicsmacapa,3.5010999999999997
3282,matriculadores.juliane.ramos,physicscidadenova,2.0882
3283,matriculadores.rosana.ribas,stellamarisaguaverde,2.5275
3284,matriculadores.susyara.cristiane,acessohauer,3.5004
3285,maura.ataide,physicsalcindocacela,1.0002
3286,maura.isabella,cursoenfase,1.0018
3287,maura.izabella,physicsconselheirofurtado,2.0015
3288,mauricio.ferreira,cursoenfase,2.0052000000000003
3289,mauricio.loschiavo,institutoeurofarma,1.0016
3290,mauricio.moura,stellamarisaguaverde,1.0255
3291,mauricio0901,colegiobrasilia,2.0901
3292,mauriciobitencourt,colegioguilhermedealmeida,3.5191999999999997
3293,mauricioneto,colegiointegral,4.5062999999999995
3294,mauro.cesar,acessohauer,3.5846999999999998
3295,maxwel.paulino,casdvest,1.0006
3296,mayara.cristiny,physicsalmirantebarroso,0.0
3297,mayara.miranda,physicscidadenova,2.5384
3298,mayara.vieira,acessocampolargokids,1.0023
3299,mayn.oliv,colegiobrasilia,2.0629999999999997
3300,mayumi.itamarati,itamarati,2.0254000000000003
3301,mbordoni,colegiointegral,5.0121
3302,mchristino,eacorcovado,2.5004999999999997
3303,mclara.alves,mariliamattoso,2.5111999999999997
3304,mdorian,colegiointegral,5.0188999999999995
3305,me.cacchi,adrianochan,4.5459000000000005
3306,medio,sas,1.5025
3307,meiremartins,colegiointegral,2.5968999999999998
3308,melissa.barros,oficinadoestudante,2.5031999999999996
3309,melissa.ginez,stellamarisaguaverde,3.5248
3310,melquisedeque.campos,colegiopremium,4.0020999999999995
3311,mercadanteclau,alpha,1.0005
3312,michel.protazio,colegiodasamericas,2.5275999999999996
3313,michel.silva,physicsalmirantebarroso,2.5006
3314,michelalves,colegioguilhermedealmeida,2.5209
3315,michele.almeida,acessosjpinhais,4.0419
3316,michele.dias,acessosjpinhais,2.0057
3317,michele.pilato,acessoboqueirao,0.0
3318,micheli.rimes,mariliamattoso,1.0043
3319,michelle.dario,ceabb,2.5017
3320,michelle.galati,itamarati,2.0141999999999998
3321,michelle.leite,mariliamattoso,3.5184
3322,miguel.franco,aescobjetivo,5.5084
3323,miguelpelogia,gamt,1.5009
3324,mikaely.maciel,colegiouniverso,1.001
3325,mila.aguiar,integra,3.5507
3326,milaneteixeira,colegiointegral,4.5009
3327,milena.reis,stellamarisjuveve,2.5094
3328,milenacgcrm98,eccos,3.5579
3329,milenanascimento277,isem,2.5121
3330,milene.lemos,physicsalmirantebarroso,3.6018
3331,milla.cortez,overmossoro,1.0182
3332,mirella.mansour,aescobjetivo,2.0113
3333,mirian.gomes,mariliamattoso,1.0014
3334,mirian.jacinto,aescobjetivo,1.0072
3335,mirlene.jose,physicsbatistacampos,3.5505
3336,miryelle.osadzuk,stellamarisaguaverde,2.6075
3337,misleiza.over,overmossoro,3.5381
3338,miyuki,alpha,2.5205
3339,moises.almeida,physicsaugustomontenegro,2.5004999999999997
3340,moises.silva,physicscidadenova,1.5023
3341,mon.marcia.mota,physicsalmirantebarroso,3.5016
3342,mon.wendel.leandro,physicsconselheirofurtado,1.0014
3343,monica.barone.universitario,universitariolondrina,2.5021
3344,monica.brito,amadeus,1.5455
3345,monica.costa.universitario,universitariolondrina,2.5593
3346,monica.marcelle,acessocampolargo,2.0233
3347,monica.monteiro1,universobarcarena,4.0144
3348,monicadesafio,colegioecursodesafio,5.0212
3349,monicakarsokas10,faculdadeflamingo,2.0073
3350,morgana.brito,acessohauer,3.5041
3351,moroni.felix,colegioeag,2.5724
3352,moysesprelhs,colegiointegral,2.5209
3353,mozer.anjos,elitecuritiba,2.0614999999999997
3354,mozer.silveira,stellamarisjuveve,2.0135
3355,mp.leandro,cursoisfera,2.5088999999999997
3356,mrosario,colegiointegral,3.5204000000000004
3357,murilo.cruz,provaspoliedro,1.0002
3358,murilocm20,colegiointegral,2.5108
3359,myghi,objetivolorena,1.0387
3360,naiadimoura,colegioecursodesafio,2.543
3361,naiana.saldanha,acessosjpinhais,3.5122
3362,nailson,amadeus,2.5046
3363,nair.luque,cem,1.0198
3364,naira.priscila,colegiouniverso,1.0279
3365,nandocbj,integradaeducativa,3.07
3366,nastos,psantagema,1.5351
3367,natalia.centioli,aescobjetivo,2.0189
3368,natalia.magno1,universobarcarena,2.5126
3369,natalia.magri,stellamarisaguaverde,1.5122
3370,natalia.menini,integra,4.576899999999999
3371,nataliaferrari,villalobos,3.5397000000000003
3372,nataliagarcia,colegioguilhermedealmeida,1.5009
3373,nataliateixeira,colegioguilhermedealmeida,3.0136000000000003
