,namespace,owner,"Média de conteúdos selecionados, curados ou criados por mês"
1851,colegiouniverso,jose.carlos,28.0
1852,colegiouniverso,jose.ribamar,4.33
1853,colegiouniverso,juanewtonsrn76,197.25
1854,colegiouniverso,julio.costa,5.0
1855,colegiouniverso,karen.alessandra,14.25
1856,colegiouniverso,leonidas.aquiles,11.0
1857,colegiouniverso,luiz.antonio,13.33
1858,colegiouniverso,luzianderson.silva,11.5
1859,colegiouniverso,marcelo.nazare,8.4
1860,colegiouniverso,marcio.santos,7.67
1861,colegiouniverso,mikaely.maciel,10.0
1862,colegiouniverso,naira.priscila,72.0
1863,colegiouniverso,nayanne.adriane,19.25
1864,colegiouniverso,norbertomf44,292.0
1865,colegiouniverso,paulo.kleber,154.5
1866,colegiouniverso,ricardo.pontes,18.25
1867,colegiouniverso,rosa.vieira,10.25
1868,colegiouniverso,tatiana.gomes,65.25
1869,colegiouniverso,thompson.alvarenga,5.25
1870,colegiouniverso,universo2021,3.0
1871,colegiouniverso,vagno.carvalho,22.25
1872,colegiouniverso,victor.oliveira,2.5
1873,colegiouniverso,yuri.monteiro,2.5
1874,colegioup,profup03,1.0
1875,colegioup,profup07,2.0
1876,colegioup,profup32,2.0
1877,colegioup,profup34,1.0
1878,conexaosaber,barbarabraga,36.0
1879,conexaosaber,brunogustavo,1.0
1880,conexaosaber,clarissad,15.0
1881,conexaosaber,cynara.professora,13.0
1882,conexaosaber,danielebatistash,33.0
1883,conexaosaber,eduardotimbo,40.0
1884,conexaosaber,fabiulosilva,34.75
1885,conexaosaber,fabriciodeoliveira,12.0
1886,conexaosaber,francosta,12.33
1887,conexaosaber,heloisateixeira,24.33
1888,conexaosaber,inacioluz,26.75
1889,conexaosaber,jean.amorim,9.5
1890,conexaosaber,karineuchoa15,21.25
1891,conexaosaber,lucasremigio,2.5
1892,conexaosaber,marcosmiranda1808,19.25
1893,conexaosaber,neidenobre,28.67
1894,conexaosaber,paulabarbosasouza,12.5
1895,conexaosaber,paulasbarbosa,4.0
1896,conexaosaber,rebecapessoa,32.75
1897,conexaosaber,rosabasilio,3.67
1898,conexaosaber,sarahalice,41.0
1899,conexaosaber,valeria.marjorie,19.75
1900,conexaosaber,viviansousa.chan,52.75
1901,conexaosaber,ygorjacks,3.0
1902,conradochaves,edu.andre.araujo.ca,1.5
1903,conradochaves,edu.dejane.tome.ca,3.0
1904,conradochaves,edu.francisca.ferreira.ca,11.0
1905,conradochaves,edu.rita.de.ca,13.5
1906,contemporaneocidadeverde,rafael.alves,50.0
1907,contemporaneolagoanova,dagmar.ribeiro,1.0
1908,contemporaneolagoanova,rafael.alves,50.0
1909,criancaesperanca,eduprof.maria.eline.ce,17.0
1910,criancaesperanca,eduprof.tatiany.de.ce,1.0
1911,criancaesperanca,eduprof.vilamar.araujo.ce,3.0
1912,culturainglesa,elisabetethess,13.0
1913,culturainglesa,ilonaboot,1.0
1914,cursobase,ProfessoraVeronica,6.25
1915,cursobase,americomontenegro,33.8
1916,cursobase,bruno.cardozo,22.67
1917,cursobase,guilherme.nunes,19.75
1918,cursobase,julianatemporin,196.0
1919,cursoenfase,Hicaro.galante,1.0
1920,cursoenfase,ademir.silva,75.6
1921,cursoenfase,anderson.pinheiro,2.5
1922,cursoenfase,antonioalan.sampaio,2.25
1923,cursoenfase,arthur.oliveira,2.5
1924,cursoenfase,bruno.alison,157.5
1925,cursoenfase,daniloo.pedreira,3.5
1926,cursoenfase,eder.oliveira,5.0
1927,cursoenfase,eurico.lucas,5.67
1928,cursoenfase,jonasstanley,1.0
1929,cursoenfase,karla.talita,14.0
1930,cursoenfase,lais.doamaral,4.0
1931,cursoenfase,marcelo.brito,1.67
1932,cursoenfase,marcelo.dossantos,37.6
1933,cursoenfase,marcio.augusto,3.0
1934,cursoenfase,marco.antonio,3.0
1935,cursoenfase,marcos.bio,12.67
1936,cursoenfase,maura.isabella,5.0
1937,cursoenfase,mauricio.ferreira,6.5
1938,cursoenfase,rafael.alves,35.0
1939,cursoenfase,rafael.cunha,2.0
1940,cursoenfase,raphael.lima,5.0
1941,cursoenfase,thaynara.rodrigues,5.0
1942,cursoenfase,thiago.souza,13.0
1943,cursoenfase,thompson,5.25
1944,cursoenfase,waldir.fernando,3.5
1945,cursoenfase,walker.moreira,2.0
1946,cursoenfase,wendel.correa,3.33
1947,cursoenfase,yara.felizardo,15.25
1948,cursoisfera,a.perimm,4.0
1949,cursoisfera,barbara.beloti,3.0
1950,cursoisfera,ea.simulados,19.8
1951,cursoisfera,guijf.augusto,9.6
1952,cursoisfera,julio.cesara,8.8
1953,cursoisfera,keila.martins,13.25
1954,cursoisfera,luc.torres,1.33
1955,cursoisfera,luis.dadalti,11.0
1956,cursoisfera,mp.leandro,13.2
1957,cursoisfera,pedro.baf93,7.0
1958,cursoisfera,pedro.carlos,2.0
1959,cursoisfera,priscila.campos,25.0
1960,cursoisfera,rodrigo.sociologia,3.0
1961,cursoisfera,sibelius.sb,2.0
1962,cursoleopoldo,leopoldom,33.2
1963,cursosazambuja,coord.aza01,34.2
1964,cursosazambuja,profaz28,17.4
1965,cursosazambuja,profaza01,11.6
1966,cursosazambuja,profaza02,10.4
1967,cursosazambuja,profaza03,8.6
1968,cursosazambuja,profaza04,2.67
1969,cursosazambuja,profaza06,3.5
1970,cursosazambuja,profaza07,20.6
1971,cursosazambuja,profaza08,4.4
1972,cursosazambuja,profaza09,3.2
1973,cursosazambuja,profaza11,2.0
1974,cursosazambuja,profaza14,68.6
1975,cursosazambuja,profaza16,34.2
1976,cursosazambuja,profaza17,6.67
1977,cursosazambuja,profaza25,13.2
1978,cursosazambuja,profaza30,602.0
1979,cursosazambuja,profaza31,20.2
1980,cursosazambuja,profaza32,6.0
1981,cursosazambuja,profaza33,3.25
1982,cursosazambuja,profaza56,14.67
1983,cursosazambuja,profaza71,12.0
1984,dante,adminsas,294.33
1985,dante,sas.admin,260.0
1986,deltaeducacional,delta.lucio,5.0
1987,deltaeducacional,deltajose.alberto,1.0
1988,deltaeducacional,deltamatheus.rodrigues,2.0
1989,deltaeducacional,deltavalter.paulo,2.0
1990,deltaeducacional,deltawillian.santos,3.0
1991,domus,rafael.alves,5.0
1992,duquecastilho,renato.carneiro,34.67
1993,eacorcovado,Thainasampaio,11.75
1994,eacorcovado,cbrener,39.25
1995,eacorcovado,dmello,6.0
1996,eacorcovado,eacalbakoschorke,11.33
1997,eacorcovado,eacalexandrecoelho,124.8
1998,eacorcovado,eacanacastro,65.6
1999,eacorcovado,eacanagarcia,26.2
2000,eacorcovado,eacandreapereira,27.75
2001,eacorcovado,eacandrebasseres,20.0
2002,eacorcovado,eacandreklevenhusen,26.2
2003,eacorcovado,eacarmandotramontano,74.75
2004,eacorcovado,eacbarbaralau,18.2
2005,eacorcovado,eaccarinadiniz,123.6
2006,eacorcovado,eaccarloslima,23.0
2007,eacorcovado,eaccarlossilva,50.6
2008,eacorcovado,eacchristinealt,29.75
2009,eacorcovado,eacdeborabraga,29.0
2010,eacorcovado,eacdeboralinhares,105.6
2011,eacorcovado,eacdeisehoffmann,10.25
2012,eacorcovado,eacdenisemachado,42.5
2013,eacorcovado,eaceduardojunior,39.2
2014,eacorcovado,eacetheldriesen,96.2
2015,eacorcovado,eacfabiomercon,37.75
2016,eacorcovado,eacfranciscosilva,49.0
2017,eacorcovado,eachellendutra,51.8
2018,eacorcovado,eacisabelabustamante,25.4
2019,eacorcovado,eacivanmillarch,50.6
2020,eacorcovado,eacjanainasilva,105.0
2021,eacorcovado,eacjoanamoraes,28.25
2022,eacorcovado,eacjoaochaves,20.0
2023,eacorcovado,eacjohannbecker,52.25
2024,eacorcovado,eacjosejunior,111.5
2025,eacorcovado,eacjuliacarvalho,35.6
2026,eacorcovado,eackatiamamede,5.75
2027,eacorcovado,eacluisaalves,41.6
2028,eacorcovado,eacluizamattos,23.2
2029,eacorcovado,eacmarcelolopes,77.8
2030,eacorcovado,eacmarcelomorais,21.6
2031,eacorcovado,eacmiriammelamed,13.25
2032,eacorcovado,eacoliverfischer,17.0
2033,eacorcovado,eacpatriciawerner,36.6
2034,eacorcovado,eacpaulojunior,52.8
2035,eacorcovado,eacrobsonconceicao,25.8
2036,eacorcovado,eacsergioduque,66.6
2037,eacorcovado,eactaniajunqueira,5.5
2038,eacorcovado,eacthaislima,13.0
2039,eacorcovado,eacverenaalberti,77.2
2040,eacorcovado,eacwagnersilva,36.6
2041,eacorcovado,gfernandes2,12.0
2042,eacorcovado,goliveira,89.4
2043,eacorcovado,hribeiro,60.4
2044,eacorcovado,kberquiolli,2.25
2045,eacorcovado,mchristino,5.0
2046,eacorcovado,rribeiroeduqo,52.75
2047,eacorcovado,sherkenhoff,56.0
2048,eacorcovado,tborges,5.4
2049,eacorcovado,tmartins2,35.0
2050,eacorcovado,tmiranda,65.0
2051,eccos,AngelicaBonanno,32.2
2052,eccos,DTO,74.8
2053,eccos,Flaviamartins,50.25
2054,eccos,HenryQMagico,28.25
2055,eccos,Lucianafoloni,88.2
2056,eccos,LucianoLopes,46.25
2057,eccos,alanaturetta,80.6
2058,eccos,alinematsushita,61.5
2059,eccos,aloissis,50.0
2060,eccos,anetekbf44,55.75
2061,eccos,annafiori,17.0
2062,eccos,brunamferreira,10.0
2063,eccos,carlaabe,9.0
2064,eccos,cmlrodrigues,66.0
2065,eccos,diogosfreitas,1.0
2066,eccos,ericadiogo,25.67
2067,eccos,fabiacsl79,66.0
2068,eccos,giannagoncalves,70.5
2069,eccos,girlayne,43.0
2070,eccos,jessicaags18,22.0
2071,eccos,joseveloso,3.0
2072,eccos,julianabb95,167.8
2073,eccos,julyanneno,9.25
2074,eccos,katiacastro,10.0
2075,eccos,laila92,37.75
2076,eccos,lamascamila,97.0
2077,eccos,larissacalixto,7.0
2078,eccos,lsduarte,34.8
2079,eccos,milenacgcrm98,76.6
2080,eccos,nathalials64,2.67
2081,eccos,oluwatosin,88.4
2082,eccos,paola.ferraz,19.33
2083,eccos,patriciaa40,43.0
2084,eccos,pedrocewald,47.4
2085,eccos,primeiroanoeccos,70.33
2086,eccos,priscilagiovanini,83.8
2087,eccos,profclaytonrodrigo,197.8
2088,eccos,rubiahms94,234.75
2089,eccos,samarabj94,71.25
2090,eccos,thaisr1,5.0
2091,eccos,wendylg40,127.8
2092,educacaoinfantilsemear,renato.carneiro,13.0
2093,educamais,edu.luciano.filho,12.0
2094,educamais,edu.luciano.silva,16.0
2095,educamais,gercimario.francisco,2.67
2096,educamais,henriqueeducamais,262.5
2097,educamais,tecnico4,1.0
2098,educandarioterciocorreia,profflaviomenezes,1.0
2099,educandarioterciocorreia,profpriscilasantos,2.0
2100,educandarioterciocorreia,proftarcizioxavier,1.0
2101,educarse,Cleverson.goulart,3.25
2102,educarse,allan.santos,14.75
2103,educarse,ari.campos,4.0
2104,educarse,brunob.oliveira,10.0
2105,educarse,cesar.visini,6.0
2106,educarse,coord.educarse,2.0
2107,educarse,davi.desouza,4.0
2108,educarse,elder.levi,5.5
2109,educarse,julia.blanco,7.0
2110,educarse,karen.ferreira,4.25
2111,educarse,leandro.pereira,1.5
2112,educarse,luciana.marques,3.0
2113,educarse,luiz.godoy,4.75
2114,educarse,mariana.nerome,8.2
2115,educarse,mateusgaspar,7.5
2116,educarse,reinaldo.junior,3.25
2117,educarse,sofia.souza,4.33
2118,educarse,vitor.sposito,11.0
2119,einsteinassis,coord1.einstein,632.5
2120,einsteinassis,einstein.carolinaespinoza,40.0
2121,einsteinassis,einstein.cibeleraio,17.33
2122,einsteinassis,einstein.gabriel,52.0
2123,einsteinassis,einstein.henrique,102.33
2124,einsteinassis,einstein.ivanalves,76.0
2125,einsteinassis,einstein.juliohartmann,120.0
2126,einsteinassis,einstein.kerliieger,50.33
2127,einsteinassis,einstein.leticiagrejo,122.75
2128,einsteinassis,einstein.matheusbertti,147.0
2129,einsteinassis,einstein.matheusklipel,4.0
2130,einsteinassis,einstein.nataliaparmegiani,12.0
2131,einsteinassis,einstein.nataliaportugues,156.0
2132,einsteinassis,einstein.nilsonmateus,43.0
2133,einsteinassis,einstein.paulaverderesi,41.0
2134,einsteinassis,einstein.profdebora,57.0
2135,einsteinassis,einstein.renancilo,35.33
2136,einsteinassis,einstein.rosangelainfantil,3.0
2137,einsteinassis,einstein.sidneiaraujo,87.67
2138,einsteinassis,einstein.stefanigarrido,1.0
2139,einsteinassis,einstein.viniciusribeiro,108.75
2140,eldapereira,eduprof.ana.maria.ep,1.0
2141,eldapereira,eduprof.francisc.a.ep,2.0
2142,eldapereira,eduprof.maria.eudalia.ep,1.0
2143,eldapereira,eduprof.maria.pinto.ep,5.0
2144,eldapereira,eduprof.rosa.lucia.ep,9.0
2145,elitecuritiba,ademir.bispo,69.4
2146,elitecuritiba,adilson.alves,33.2
2147,elitecuritiba,alexandre.oliveira,247.2
2148,elitecuritiba,ana.gorski,9.75
2149,elitecuritiba,anibele.paula,23.6
2150,elitecuritiba,carlos.correa,21.2
2151,elitecuritiba,cassiano.calluf,158.8
2152,elitecuritiba,claudio.rovel,17.6
2153,elitecuritiba,daniel.felipe,1.0
2154,elitecuritiba,denise.almeida,65.2
2155,elitecuritiba,eder.miotto,59.4
2156,elitecuritiba,eduardo.sigwalt,101.0
2157,elitecuritiba,edvan.alves,136.6
2158,elitecuritiba,flavio.lemos,85.0
2159,elitecuritiba,herlon.andrade,67.6
2160,elitecuritiba,icaro.freiberger,4.33
2161,elitecuritiba,jair.castro,85.0
2162,elitecuritiba,joao.ribas,88.2
2163,elitecuritiba,jonathan.pires,55.2
2164,elitecuritiba,jose.rocha,47.4
2165,elitecuritiba,juliano.fogaca,21.2
2166,elitecuritiba,julio.muller,88.6
2167,elitecuritiba,leandro.gorski,116.0
2168,elitecuritiba,leandro.linhares,58.0
2169,elitecuritiba,marcus.souza,62.8
2170,elitecuritiba,mariane.gardezani,101.6
2171,elitecuritiba,mozer.anjos,75.6
2172,elitecuritiba,paulo.bega,75.8
2173,elitecuritiba,pedro.silva1,34.2
2174,elitecuritiba,rafael.alves,5.0
2175,elitecuritiba,sergio.almeida,65.8
2176,elitecuritiba,sidnei.christoff,51.2
2177,elitecuritiba,tiago.lemes,77.4
2178,elitecuritiba,tony.serur,67.8
2179,elitecuritibaemilianoperneta,ademir.santos,17.4
2180,elitecuritibaemilianoperneta,alexandre.folz,13.0
2181,elitecuritibaemilianoperneta,amanda.coutinho,40.8
2182,elitecuritibaemilianoperneta,antonio.serur,7.67
2183,elitecuritibaemilianoperneta,ariane.chagas,2.0
2184,elitecuritibaemilianoperneta,augusto.pinheiro,8.2
2185,elitecuritibaemilianoperneta,cassiano.horst,11.6
2186,elitecuritibaemilianoperneta,cintia.ferreira,2.5
2187,elitecuritibaemilianoperneta,denise.freitas,7.67
2188,elitecuritibaemilianoperneta,diego.lima,4.0
2189,elitecuritibaemilianoperneta,eduardo.sabrito,51.6
2190,elitecuritibaemilianoperneta,eduardo.souza,323.75
2191,elitecuritibaemilianoperneta,eduardo.stelle1,18.2
2192,elitecuritibaemilianoperneta,edvan.cavalcante,12.0
2193,elitecuritibaemilianoperneta,eliaquim.silva,1.0
2194,elitecuritibaemilianoperneta,erivaldo.rios1,13.0
2195,elitecuritibaemilianoperneta,giovani.miranda1,16.0
2196,elitecuritibaemilianoperneta,giovanna.valenza1,13.25
2197,elitecuritibaemilianoperneta,guilherme.barbosa1,14.8
2198,elitecuritibaemilianoperneta,guilherme.souza1,14.2
2199,elitecuritibaemilianoperneta,gustavo.olesko,24.75
2200,elitecuritibaemilianoperneta,herlon.andrade1,5.0
2201,elitecuritibaemilianoperneta,jaime.marinero,7.6
2202,elitecuritibaemilianoperneta,jair.castro,12.4
2203,elitecuritibaemilianoperneta,joao.magnani,8.0
2204,elitecuritibaemilianoperneta,joao.merkle1,12.6
2205,elitecuritibaemilianoperneta,jomar.lima,18.0
2206,elitecuritibaemilianoperneta,jonathan.justino,25.8
2207,elitecuritibaemilianoperneta,jose.nunes,4.0
2208,elitecuritibaemilianoperneta,juliana.indjaian,2.0
2209,elitecuritibaemilianoperneta,juliano.lima1,6.2
2210,elitecuritibaemilianoperneta,julio.muller,8.6
2211,elitecuritibaemilianoperneta,leandro.gorski,20.0
2212,elitecuritibaemilianoperneta,leandro.rodrigues,3.33
2213,elitecuritibaemilianoperneta,leonardo.ceschin,1.0
2214,elitecuritibaemilianoperneta,livia.melo,12.8
2215,elitecuritibaemilianoperneta,luciane.duarte,5.0
2216,elitecuritibaemilianoperneta,lucio.miguel,4.33
2217,elitecuritibaemilianoperneta,luiz.toniolo,13.0
2218,elitecuritibaemilianoperneta,marcus.souza,7.8
2219,elitecuritibaemilianoperneta,mozer.anjos,9.4
2220,elitecuritibaemilianoperneta,paulo.bega,15.8
2221,elitecuritibaemilianoperneta,pedro.brandalize,16.2
2222,elitecuritibaemilianoperneta,sergio.almeida,3.6
2223,elitecuritibaemilianoperneta,sidnei.christoff,18.8
2224,elitecuritibaemilianoperneta,tamajoara.proeca,17.2
2225,elitecuritibaemilianoperneta,thaisa.melo,9.0
2226,elitecuritibaemilianoperneta,virginie.isber,29.6
2227,eluneonline,Renatalopes,1.0
2228,equipe,sas.admin,1238.67
2229,equipe,sas.professor,1.0
2230,escolaceciliameireles,profcmeireles01,12.75
2231,escolaceciliameireles,profcmeireles02,25.4
2232,escolaceciliameireles,profcmeireles03,49.75
2233,escolaceciliameireles,profcmeireles04,4.4
2234,escolaceciliameireles,profcmeireles05,32.2
2235,escolaceciliameireles,profcmeireles06,3.0
2236,escolaceciliameireles,profcmeireles07,12.4
2237,escolaceciliameireles,profcmeireles08,4.25
2238,escolaceciliameireles,profcmeireles09,22.0
2239,escolaceciliameireles,profcmeireles10,20.6
2240,escolaceciliameireles,profcmeireles12,61.6
2241,escolaceciliameireles,profcmeireles15,22.8
2242,escolacristanavarzea,renato.carneiro,173.0
2243,escolainternacional,sas.admin,1.0
2244,escolajardimdasnacoes,sas.admin,2573.0
2245,escolajardimdasnacoes,sas.professor,3.0
2246,escolamaster,adminsas,3.0
2247,escolamaster,sas753057,7.0
2248,escolamaster,sas757614,3.0
2249,escolavida,master.luana.barros,1.0
2250,escolavida,master.pedro.costa,1.0
2251,escolavida,renato.carneiro,97.0
2252,esmg,sas.admin,416.0
2253,espacoeducar,renato.carneiro,53.0
2254,faculdadeflamingo,Ester.Anjos,3.0
2255,faculdadeflamingo,Hidrogel,5.67
2256,faculdadeflamingo,MaurodeOliveira,30.0
2257,faculdadeflamingo,Quarthero10,27.5
2258,faculdadeflamingo,RaphaelMatos10,9.5
2259,faculdadeflamingo,adilsonbelluomini10,28.5
2260,faculdadeflamingo,adrielymachado,38.2
2261,faculdadeflamingo,alessandrorosini10,15.75
2262,faculdadeflamingo,alexandrefernandes10,23.75
2263,faculdadeflamingo,andreaamalfi10,39.75
2264,faculdadeflamingo,andreascotton10,22.0
2265,faculdadeflamingo,arnaldoforti10,41.67
2266,faculdadeflamingo,brendagoncalves,52.0
2267,faculdadeflamingo,calissonaraujo10,1.0
2268,faculdadeflamingo,chirleysilva10,31.25
2269,faculdadeflamingo,debersonalmeida10,30.5
2270,faculdadeflamingo,dinoeliasouza10,13.25
2271,faculdadeflamingo,dirceujunior10,30.25
2272,faculdadeflamingo,edilfilho10,31.25
2273,faculdadeflamingo,eleuzaoliveira10,5.75
2274,faculdadeflamingo,elidamacedo10,12.0
2275,faculdadeflamingo,enitarodrigues,31.5
2276,faculdadeflamingo,faculdadeflamingo,1.0
2277,faculdadeflamingo,fernandolopes10,69.0
2278,faculdadeflamingo,franciscosouza10,25.5
2279,faculdadeflamingo,gilbertocabral10,22.0
2280,faculdadeflamingo,ginamiranda10,409.6
2281,faculdadeflamingo,gisleyne.martins,11.5
2282,faculdadeflamingo,glauconascimento,8.75
2283,faculdadeflamingo,iaiaCuma10,43.25
2284,faculdadeflamingo,jailsonsantos10,61.5
2285,faculdadeflamingo,joaocrescenzzo10,34.5
2286,faculdadeflamingo,josecampos10,68.0
2287,faculdadeflamingo,josesoares10,10.0
2288,faculdadeflamingo,joseteixeira10,22.33
2289,faculdadeflamingo,josuepereira10,13.0
2290,faculdadeflamingo,lilianemonay10,36.75
2291,faculdadeflamingo,lucimarrodrigues10,116.2
2292,faculdadeflamingo,luissantos10,15.0
2293,faculdadeflamingo,luiz.bargallo10,20.0
2294,faculdadeflamingo,marcoguerrera10,11.0
2295,faculdadeflamingo,mariadelphino10,35.6
2296,faculdadeflamingo,mariasgorbissa10,50.75
2297,faculdadeflamingo,mariasouza10,34.0
2298,faculdadeflamingo,marioramires10,17.25
2299,faculdadeflamingo,monicakarsokas10,19.67
2300,faculdadeflamingo,nataliciosilva10,24.25
2301,faculdadeflamingo,neidezamboni10,36.67
2302,faculdadeflamingo,osmarsaito10,19.75
2303,faculdadeflamingo,paulopereira10,18.75
2304,faculdadeflamingo,pedrobonetto10,14.0
2305,faculdadeflamingo,pedrofilho10,8.75
2306,faculdadeflamingo,rafaelmurakami,25.75
2307,faculdadeflamingo,raphaelsebastiao,3.0
2308,faculdadeflamingo,reginaldolouza10,28.5
2309,faculdadeflamingo,renata.matsuo,13.25
2310,faculdadeflamingo,robertamoreira,62.4
2311,faculdadeflamingo,rogeriocortes10,16.0
2312,faculdadeflamingo,rubensjunior10,16.5
2313,faculdadeflamingo,rudolfohesse10,38.25
2314,faculdadeflamingo,said10,83.5
2315,faculdadeflamingo,shizuokumasaka10,24.75
2316,faculdadeflamingo,silviasilva10,14.0
2317,faculdadeflamingo,silvioamalfi10,7.75
2318,faculdadeflamingo,vanderleisantos10,48.75
2319,faculdadeflamingo,wandooliveira10,26.67
2320,faculdadeflamingo,wellingtoncarvalho10,11.5
2321,faculdadeflamingo,wesleyfernandez,33.5
2322,forumcultural,sas.admin,1480.0
2323,forumcultural,sas.professor,1.5
2324,franciscanopioxii,adminsas,1.0
2325,franciscoperes,edu.eliane.de.fp,1.0
2326,francobrasileiro,adminsas,10909.0
2327,francobrasileiro,sas1368093,2.0
2328,francobrasileiro,sas1368095,1.0
2329,francobrasileiro,sas1368098,1.0
2330,francobrasileiro,sas1368099,1.0
2331,francobrasileiro,sas1368100,1.5
2332,francobrasileiro,sas1476091,3.0
2333,francobrasileiro,sas1476098,1.5
2334,fundacaobradesco,sas.admin,3312.0
2335,galois,sas.admin,497.0
2336,galois,sas.professor,6.0
2337,gamt,anesntos,1.0
2338,gamt,denisesales,48.6
2339,gamt,luanarvs12,19.2
2340,grandepasso,adminsas,3.0
2341,guilhermefilho,eduprof.elza.maria.gf,2.0
2342,guilhermefilho,eduprof.sebastiao.martins.gf,2.0
2343,habilisescolaecurso,master.elvira.carmen,2.0
2344,habilisescolaecurso,renato.carneiro,57.0
2345,idaam,rafael.alves,5.0
2346,idb,sas.admin,330.0
2347,idb,sas.professor,4.5
2348,insa,adelio.neto,22.0
2349,insa,alexandre.mychel,39.25
2350,insa,alvaro.cesar,59.5
2351,insa,andrelly.silva,13.25
2352,insa,antonio.flavio,58.0
2353,insa,fatima.nunes,16.0
2354,insa,francisouza,1.0
2355,insa,geanice.raimunda,12.0
2356,insa,geovan.silva,37.75
2357,insa,glaydes.cassia,19.25
2358,insa,laercio.jesus,31.0
2359,insa,maria.socorro,283.4
2360,insa,raysa.gardenne,11.25
2361,insa,renato.vasconcelos,30.75
2362,insa,vicente.paulo,17.5
2363,insa,wilmenson.alfaia,26.75
2364,institutocristao,josyneres,1.0
2365,institutoeurofarma,edson.lopes,18.33
2366,institutoeurofarma,fabio.romero,1.0
2367,institutoeurofarma,juliana.dourado,13.0
2368,institutoeurofarma,juliocesar.silva,5.0
2369,institutoeurofarma,vanessa.caraponale,84.0
