,namespace,owner,"Média de conteúdos selecionados, curados ou criados por mês"
2439,invictus,prof.invictus17,35.2
2440,invictus,prof.invictus19,52.2
2441,invictus,prof.invictus2,32.8
2442,invictus,prof.invictus20,79.4
2443,invictus,prof.invictus3,139.4
2444,invictus,prof.invictus4,51.8
2445,invictus,prof.invictus5,95.2
2446,invictus,prof.invictus6,93.6
2447,invictus,prof.invictus7,97.4
2448,invictus,richardinvictus,46.0
2449,ipdhsolucoes,AnaMaura,1.0
2450,ipdhsolucoes,amandaipdh2,3.0
2451,ipdhsolucoes,franciscanp21,4.0
2452,ipdhsolucoes,ipdh.admin,175.8
2453,ipdhsolucoes,nataliatw89,1.0
2454,ipdhsolucoes,samia.almeida,1.0
2455,iracemarufino,educoor.luciana.farias,4.5
2456,iracemarufino,eduprof.ana.lindalva.ir,11.33
2457,iracemarufino,eduprof.antonia.geysi.ir,15.5
2458,iracemarufino,eduprof.antonia.ildete.ir,7.5
2459,iracemarufino,eduprof.cintia.maria.ir,26.0
2460,iracemarufino,eduprof.francisca.lindevania.ir,1.0
2461,iracemarufino,eduprof.heloneida.ires.ir,3.0
2462,iracemarufino,eduprof.marcia.cristina.ir,3.0
2463,iracemarufino,eduprof.marlene.silva.ir,2.0
2464,iracemarufino,eduprof.marlene.vieira.ir,11.33
2465,isem,anaalice2020,4.0
2466,isem,anamorgado,27.0
2467,isem,andreiaprtg,8.5
2468,isem,angelicamaite,13.0
2469,isem,aurimar.castro,16.0
2470,isem,camilla.souza,6.33
2471,isem,cassiaab37,17.2
2472,isem,clarasc4,14.0
2473,isem,dangois,7.0
2474,isem,elisasl57,13.0
2475,isem,ericacsbd97,10.0
2476,isem,fernandap41,8.0
2477,isem,henrique.san20,3.5
2478,isem,isabellelog39,2.5
2479,isem,isem.rozana,13.0
2480,isem,luizweb231,5.8
2481,isem,matlansoliveira,6.2
2482,isem,milenanascimento277,10.8
2483,isem,patricia.oliveira,4.0
2484,isem,profalexm12,7.2
2485,isem,raquelisem,9.5
2486,isem,rhodrigofarya,5.25
2487,isem,rovieira,39.4
2488,isem,rsa202005,36.0
2489,isem,valsantosargemiro,20.2
2490,isem,wanderluciabarretos,20.4
2491,isem,williamfbs,8.8
2492,ismart,adminsas,2.0
2493,ismart,sas.admin,115.0
2494,itamarati,99000809,7.0
2495,itamarati,99000810,10.0
2496,itamarati,alessandra.coscrato,219.75
2497,itamarati,alexandre.mello,79.0
2498,itamarati,aline.vieira,222.0
2499,itamarati,anacarolina.rodrigues,5.0
2500,itamarati,anapaula.silva,13.0
2501,itamarati,andrea.laprega,119.2
2502,itamarati,andres.riera,26.0
2503,itamarati,antonio.faria,227.25
2504,itamarati,camila.medeiros,6.5
2505,itamarati,camila.oliveira,203.25
2506,itamarati,carlos.dossantos,203.75
2507,itamarati,carmemlucia.silva,42.0
2508,itamarati,cristina.aguiar,18.0
2509,itamarati,daniel.amaral,36.25
2510,itamarati,daniela.barreto,22.75
2511,itamarati,daniele.pupin,216.25
2512,itamarati,deise.lopes,10.67
2513,itamarati,elen.desouza,84.75
2514,itamarati,eliana.machado,57.0
2515,itamarati,eveline.rasteli,49.25
2516,itamarati,fabiana.dasilva,25.0
2517,itamarati,fabiana.reis,9.0
2518,itamarati,fabiola.salanitro,78.75
2519,itamarati,flavia.firmino,183.5
2520,itamarati,francisco.desouza,40.0
2521,itamarati,gisele.manzoli,32.5
2522,itamarati,gustavo.bueno,19.75
2523,itamarati,helenita.sommerhalder,105.8
2524,itamarati,heliane.deoliveira,11.0
2525,itamarati,heloisa.reis,103.0
2526,itamarati,joubert.oliveira,1.5
2527,itamarati,juliana.lara,55.0
2528,itamarati,lidiane.silva,9.67
2529,itamarati,lourdes.moretti,23.5
2530,itamarati,luana.alves,7.75
2531,itamarati,luana.rocha,18.25
2532,itamarati,luciana.dacosta,19.0
2533,itamarati,luiz.dossantos,142.5
2534,itamarati,marcelo.parreira,94.5
2535,itamarati,margarete.sicchieri,34.25
2536,itamarati,mariadne.leite,9.25
2537,itamarati,mariahelena.silva,101.0
2538,itamarati,michelle.galati,35.75
2539,itamarati,rachel.goncalves,90.25
2540,itamarati,rafael.alves,5.0
2541,itamarati,rafaela.fuckner,70.5
2542,itamarati,raquel.costa,144.75
2543,itamarati,regina.machado,87.0
2544,itamarati,rejane.pucci,18.75
2545,itamarati,rita.lebre,252.5
2546,itamarati,roberta.sensato,85.25
2547,itamarati,rodrigo.plotze,74.0
2548,itamarati,rogerio.dasilva,65.75
2549,itamarati,sarah.bortucan,23.75
2550,itamarati,selma.desouza,87.4
2551,itamarati,sigrid.franca,2.0
2552,itamarati,sonia.gusman,25.75
2553,itamarati,tania.decamargo,167.75
2554,itamarati,thauana.gomes,29.0
2555,itamarati,vanessa.dias,46.5
2556,itamarati,wilma.pedroso,146.25
2557,jardimsaopaulo,adminsas,395.0
2558,jardimsaopaulo,sas.admin,1439.0
2559,jardimsaopaulo,sas.professor,1.0
2560,jeanpiaget,jeanpiaget,1.0
2561,jeanpiaget,sas.admin,2991.0
2562,jeanpiaget,sas.professor,3.0
2563,joaobelem,edu.luisa.helena.jp,3.0
2564,joaobelem,edu.maria.eudalia.jp,1.0
2565,joaobelem,edu.roselene.rodrigues.jp,1.0
2566,joaorosa,eduprof.jean.rodrigues.jr,9.0
2567,joaorosa,eduprof.klaice.mesquita.jr,3.0
2568,joaosampaio,educoor.ana.vieira,9.0
2569,joaosampaio,eduprof.ana.alves.js,1.0
2570,joaosampaio,eduprof.francisco.elton.js,1.0
2571,joaosampaio,eduprof.gislene.farias.js,6.0
2572,joaosampaio,eduprof.gizelly.farias.js,1.0
2573,joaosampaio,eduprof.joice.carneiro.js,4.0
2574,joaosampaio,eduprof.jose.bastos.js,2.0
2575,joaosampaio,eduprof.marcia.cristina.js,1.0
2576,joaosampaio,eduprof.maria.aurilene.js,1.0
2577,joaosampaio,eduprof.teresinha.de.js,2.0
2578,joaoxxiii,eduprof.isabele.maria,2.0
2579,joaoxxiii,eduprof.jessica.da,5.0
2580,josemelo,edu.fernanda.paula,1.0
2581,josemelo,eduadm.everaldo.viana,1.0
2582,josemelo,eduadm.maria.silvana,1.0
2583,laboratoriosromildo,Romildolima,169.6
2584,liderasas,sas.admin,121.0
2585,liessin,admin.liessin,15.0
2586,liessin,adminsas,52.75
2587,liessin,consultorsas,1.0
2588,liessin,sas1405017,1.0
2589,liessin,sas1405018,1.5
2590,liessin,sas1405020,3.4
2591,liessinbarra,admin.liessin,15.0
2592,liessinbarra,adminsas,56.6
2593,liessinbarra,sas1416237,2.0
2594,liessinbarra,sas1416251,7.2
2595,liessinbarra,sas1416255,1.0
2596,litteratus,andregustavo,7.0
2597,litteratus,ednete.maria,5.67
2598,litteratus,eduardoalvesrodrigues,4.0
2599,litteratus,jonasbarletta,3.0
2600,litteratus,kassiomoreira,2.0
2601,litteratus,marciasilva.apsantos,3.0
2602,litteratus,williansilva,12.0
2603,luizgonzaga,edu.luciano.filho,3.0
2604,luizgonzaga,eduprof.antonia.de.lg,2.0
2605,luizgonzaga,eduprof.maria.zeneide.lg,7.0
2606,macvest,camila.granito,5.0
2607,macvest,hanna.loures,6.0
2608,macvest,macvest.aarao,2.0
2609,macvest,macvest.anac,11.75
2610,macvest,macvest.anal,6.75
2611,macvest,macvest.clara,3.67
2612,macvest,macvest.felipe,13.0
2613,macvest,macvest.fernando,10.25
2614,macvest,macvest.gabrielt,4.0
2615,macvest,macvest.gui,7.0
2616,macvest,macvest.idmariecurie,8.0
2617,macvest,macvest.isatonani,2.0
2618,macvest,macvest.joaopedro.almeida,9.2
2619,macvest,macvest.jorgehvs001,8.0
2620,macvest,macvest.laugusto,8.75
2621,macvest,macvest.lucas.cremostim,15.8
2622,macvest,macvest.maria,8.0
2623,macvest,macvest.mariac,13.0
2624,macvest,macvest.millena37,8.25
2625,macvest,macvest.monick,9.5
2626,macvest,macvest.renan,6.2
2627,macvest,macvest.rene,8.5
2628,macvest,macvest.tamires,8.75
2629,macvest,macvest.tamiresb,10.25
2630,macvest,macvest.tatiane,4.75
2631,macvest,macvest.thayrone,7.0
2632,macvest,macvest.theogiovannib.s,10.25
2633,macvest,macvest.thiago,10.0
2634,macvest,macvest.viiiriebrio,21.33
2635,macvest,macvest.virginia,14.0
2636,macvest,macvest.vitoriacprado,7.25
2637,macvest,macvest.william,8.0
2638,macvest,macvestinho.anna,5.67
2639,macvest,macvestinho.davidias0102,6.4
2640,macvest,macvestinho.ericneves,6.0
2641,macvest,macvestinho.isabella,9.2
2642,macvest,macvestinho.joaov,14.75
2643,macvest,macvestinho.luana,12.4
2644,macvest,macvestinho.maria,5.25
2645,macvest,macvestinho.mariaeduarda,7.75
2646,macvest,macvestinho.mariat,6.0
2647,macvest,macvestinho.pedro,3.0
2648,macvest,macvestinho.rafael,12.0
2649,macvest,macvestinho.stefanny,3.0
2650,macvest,macvestinho.vitor,8.75
2651,macvest,raisa.rodrigues,3.0
2652,magno,adminsas,1.0
2653,magnum,sas.professor,1.0
2654,magnumagostiniano,adminsas,1.0
2655,manoelbatista,adelma.vilela,4.0
2656,manoelbatista,eduprof.aline.cristina,2.0
2657,maplebearslz,tiberioaugustoo,1.0
2658,maplebearslz,vandecleideq68,1.0
2659,mariacarmo,bonitoprof18,2.0
2660,mariacarmo,bonitoprof2,63.0
2661,mariacarmo,bonitoprof20,3.0
2662,mariaeunice,eduprof.ana.lucia.me,79.0
2663,mariaeunice,eduprof.ana.odete.me,2.0
2664,mariaeunice,eduprof.francisca.regina.me,5.0
2665,mariaeunice,eduprof.maria.rodrigues.me,2.0
2666,marialaura,edu.luciano.filho,2.0
2667,marialaura,eduprof.cheila.rejane.ms,12.5
2668,marialaura,eduprof.maria.do.ms,8.0
2669,marialaura,eduprof.maria.leidiane.ms,1.0
2670,marialeao,eduadm.maria.jose,1.0
2671,marialeao,eduprof.ana.dasilva,1.0
2672,marianair,edu.ana.lucia.martins,52.0
2673,marianair,edu.claudia.maria.pinheiro,51.5
2674,marianair,edu.cleudia.ferreira,2.0
2675,marianair,edu.maria.ivanete.bezerra,3.0
2676,marianair,edu.maria.rodrigues.de,1.5
2677,marianair,edu.maria.zeneide.paiva,10.0
2678,mariaolinda,eduprof.eliara.quixada.mo,3.0
2679,mariaolinda,eduprof.maria.diana.mo,1.0
2680,mariliamattoso,adelia.leal,5.0
2681,mariliamattoso,adriana.guimaraes,9.8
2682,mariliamattoso,adriana.macedo,24.4
2683,mariliamattoso,alex.vargas,26.6
2684,mariliamattoso,alexandra.silva,16.6
2685,mariliamattoso,aline.cherem,14.8
2686,mariliamattoso,andrea.pereira,41.0
2687,mariliamattoso,andrea.stabile,1.0
2688,mariliamattoso,andreia.maciel,18.2
2689,mariliamattoso,antonio.gouveia,26.6
2690,mariliamattoso,ariane.chagas,6.0
2691,mariliamattoso,beatriz.oliveira,70.4
2692,mariliamattoso,cinthia.dutra,44.0
2693,mariliamattoso,clara.rodrigues,14.0
2694,mariliamattoso,claudia.toffano,18.0
2695,mariliamattoso,eduardo.coelho,23.0
2696,mariliamattoso,elza.pereira,4.0
2697,mariliamattoso,felipe.velasco,9.2
2698,mariliamattoso,flavia.scotelaro,67.0
2699,mariliamattoso,francisca.saraiva,20.8
2700,mariliamattoso,georgia.freitas,5.5
2701,mariliamattoso,geovane.canto,6.33
2702,mariliamattoso,gleicy.delatorre,29.5
2703,mariliamattoso,ingrid.silva,6.0
2704,mariliamattoso,jacqueline.oliveira,6.0
2705,mariliamattoso,joao.moreira,13.8
2706,mariliamattoso,joao.vianna,2.67
2707,mariliamattoso,juliana.flores,18.6
2708,mariliamattoso,leila.gomes,11.8
2709,mariliamattoso,leonardo.avellar,4.0
2710,mariliamattoso,luciane.mello,32.4
2711,mariliamattoso,luciene.cruz,17.8
2712,mariliamattoso,lucy.amado,6.8
2713,mariliamattoso,ludmila.abud,4.0
2714,mariliamattoso,marcela.granato,20.5
2715,mariliamattoso,marcia.araujo,48.4
2716,mariliamattoso,mariacarolina.herdy,18.67
2717,mariliamattoso,mariana.almeida,84.2
2718,mariliamattoso,mariana.mascarenhas,51.0
2719,mariliamattoso,mariana.oliva,17.0
2720,mariliamattoso,mclara.alves,22.25
2721,mariliamattoso,micheli.rimes,7.0
2722,mariliamattoso,michelle.leite,33.0
2723,mariliamattoso,mirian.gomes,2.0
2724,mariliamattoso,nathalia.rangel,32.0
2725,mariliamattoso,nelma.souza,15.4
2726,mariliamattoso,norma.rocha,1.33
2727,mariliamattoso,paola.aded,36.75
2728,mariliamattoso,pedro.coelho,15.0
2729,mariliamattoso,pedro.lopes,8.6
2730,mariliamattoso,penha.silva,33.75
2731,mariliamattoso,priscila.oliveira,28.8
2732,mariliamattoso,rafael.alves,10.0
2733,mariliamattoso,rafael.lobo,20.4
2734,mariliamattoso,rafaela.ganhitas,17.0
2735,mariliamattoso,samia.oliveira,7.5
2736,mariliamattoso,secretaria.marilia,6.0
2737,mariliamattoso,sheila.santos,31.0
2738,mariliamattoso,silvio.meirelles,9.0
2739,mariliamattoso,thais.camara,28.2
2740,mariliamattoso,thalassa.travascio,12.4
2741,mariliamattoso,thalita.carmo,8.6
2742,mariliamattoso,valeria.ferreira,3.0
2743,mariliamattoso,valquiria.lino,3.4
2744,mariliamattoso,walber.santana,5.0
2745,mariliamattoso,xarliane.sales,27.0
2746,master,duilio.fonsec,4.0
2747,master,edton.silva,2.0
2748,master,raquel.batista,2.0
2749,master,renato.carneiro,400.0
2750,master,thiago.xavier,1.67
2751,mastersolucoes,diego.brito,2.0
2752,mastersolucoes,leonardo.duailibe,1.0
2753,mastersolucoes,renato.carneiro,218.8
2754,melquiadescamelo,eduprof.maria.neiva.mc,1.0
2755,moaciralves,educoor.ana.glayson,2.0
2756,moaciralves,eduprof.diana.do.mt,3.0
2757,moaciralves,eduprof.durvalina.nobre.mt,4.0
2758,moaciralves,eduprof.maria.lucia.mt,2.0
2759,moaciralves,eduprof.silvania.maria.mt,1.0
2760,monsenhorfrancisco,eduprof.mara.roberta.mf,1.0
2761,monsenhorfrancisco,eduprof.maria.neila.mf,14.0
2762,monsenhorgoncalo,eduprof.ana.paula.mg,1.0
2763,monsenhorgoncalo,eduprof.ana.peres.mg,5.0
2764,monsenhorgoncalo,eduprof.fatima.maria.mg,3.0
2765,monsenhorgoncalo,eduprof.francisca.eliane.mg,1.0
2766,monsenhorgoncalo,eduprof.francisca.tarcisia.mg,1.0
2767,monsenhorgoncalo,eduprof.glaucineide.araujo.mg,2.0
2768,monsenhorgoncalo,eduprof.lauro.ramos.mg,2.0
2769,monsenhorgoncalo,eduprof.luciana.de.mg,1.0
2770,monsenhorgoncalo,eduprof.maria.cleia.mg,2.0
2771,monsenhorgoncalo,eduprof.maria.da.mg,2.0
2772,monsenhorgoncalo,eduprof.maria.francisca.mg,1.0
2773,monsenhorgoncalo,eduprof.marizete.gomes.mg,7.0
2774,monsenhorgoncalo,eduprof.silvia.helena.mg,1.0
2775,monsenhorgoncalo,eduprof.sufia.aquino.mg,1.0
2776,montessori,rafael.alves,5.0
2777,motiva,adminsas,230.0
2778,motiva,sas.admin,1669.0
2779,motiva,sas.professor,5.5
2780,murilorocha,eduprof.ana.paula.mr,3.0
2781,murilorocha,eduprof.antonio.adenes.mr,8.0
2782,murilorocha,eduprof.francisco.celio.mr,3.0
2783,murilorocha,eduprof.francisco.eduardo.mr,3.0
2784,murilorocha,eduprof.ivone.alves.mr,13.0
2785,murilorocha,eduprof.leda.maria.mr,21.0
2786,murilorocha,eduprof.maria.valnei.mr,4.0
2787,murilorocha,eduprof.neiliane.maria.mr,10.0
2788,murilorocha,eduprof.roselany.rodrigues.mr,9.0
2789,murilorocha,eduprof.samuel.martinsde.mr,7.0
2790,murilorocha,eduprof.zaira.maria.mr,2.0
2791,navegasas,sas.admin,66.0
2792,navegasas,sas1573704,4.0
2793,notredame,adminsas,2.0
2794,novotempo,antonio.santos,4.0
2795,novotempo,fatima.rocca,1.0
2796,novotempo,iamara.queiroz,3.67
2797,novotempo,jonasstanley,1.0
2798,novotempo,rafael.alves,40.0
2799,nsfatima,eduprof.adriana.silva.nsf,2.0
2800,nsfatima,eduprof.antonia.fernandes.nsf,4.0
2801,nsfatima,eduprof.evanilda.rodrigues.nsf,2.0
2802,nsfatima,eduprof.maria.alves.nsf,1.0
2803,nsfatima,eduprof.maria.aurilete.nsf,3.0
2804,nsfatima,eduprof.maria.sandra.nsf,2.0
2805,nsfatima,eduprof.rejane.sousa.nsf,1.0
2806,nucleo,adminsas,1.0
2807,nucleocriativo,PAULOAFONSO,18.5
2808,nucleocriativo,VICTORSILVA,29.5
2809,nucleocriativo,adm.cleize,3.5
2810,nucleocriativo,adm.elinalva,7.0
2811,nucleocriativo,adm.ivi,6.25
2812,nucleocriativo,aline.reis,59.0
2813,nucleocriativo,ana.reis,39.75
2814,nucleocriativo,ennyo.silva,7.0
2815,nucleocriativo,gracileia.bezerra,22.75
2816,nucleocriativo,helena.martins,41.75
2817,nucleocriativo,joseneide.furtado,19.25
2818,nucleocriativo,josicleia.lima,23.25
2819,nucleocriativo,katia.monteiro,27.25
2820,nucleocriativo,paloma.cravo,37.25
2821,nucleocriativo,romulo.garcez,36.0
2822,nucleocriativo,thiago.reis,24.0
2823,nucleocriativo,wagner.freitas,10.75
2824,objetivolorena,anderson.roberto,12.5
2825,objetivolorena,eduardo.santos,6.5
2826,objetivolorena,fernanda.obj,3.5
2827,objetivolorena,luciah,198.33
2828,objetivolorena,myghi,135.0
2829,objetivolorena,objlorenaedmara,11.0
2830,objetivolorena,objlorenaliana,11.33
2831,objetivolorena,objlorenataciana,9.5
2832,objetivolorena,objpaula,10.0
2833,objetivolorena,objtania,2.0
2834,objetivolorena,profalessandro04031984,6.75
2835,objetivolorena,profalex09091975,20.0
2836,objetivolorena,profalexandra16031967,50.25
2837,objetivolorena,profalisangela09111981,25.0
2838,objetivolorena,profana07071987,20.5
2839,objetivolorena,profana13081962,80.0
2840,objetivolorena,profdaniela25081980,55.0
2841,objetivolorena,profdanny06081976,11.75
2842,objetivolorena,profdenis07101992,3.5
2843,objetivolorena,profdenise05081983,27.0
2844,objetivolorena,profedna03071968,34.75
2845,objetivolorena,profedson30041964,40.0
2846,objetivolorena,proffelipe29121990,56.4
2847,objetivolorena,proffernando26041979,6.5
2848,objetivolorena,profflaviane10121987,128.25
2849,objetivolorena,profflavio22041971,12.0
2850,objetivolorena,profgabriela08011982,28.25
2851,objetivolorena,profgiovana06011979,16.25
2852,objetivolorena,profhelena16091976,25.25
2853,objetivolorena,profhelenice26071968,42.0
2854,objetivolorena,profisabel01012000,32.4
2855,objetivolorena,profjakeline16111987,35.5
2856,objetivolorena,profjanaina07041972,18.75
2857,objetivolorena,profjessica23071987,17.25
2858,objetivolorena,profjulia21021994,10.0
2859,objetivolorena,profjuliana01012000,52.5
2860,objetivolorena,profleticia08101996,32.5
2861,objetivolorena,proflucas20011981,6.5
2862,objetivolorena,proflucia26091966,8.25
2863,objetivolorena,proflucia29111967,29.75
2864,objetivolorena,proflucimara30051978,54.0
2865,objetivolorena,profluis01101970,4.75
2866,objetivolorena,profluiz22021992,13.0
2867,objetivolorena,profmarcio21041985,4.0
2868,objetivolorena,profmaria17071986,11.0
2869,objetivolorena,profmaria23031961,11.5
2870,objetivolorena,profmarina21121995,19.75
2871,objetivolorena,profmaristela14021965,9.75
2872,objetivolorena,profmauro11051967,25.25
2873,objetivolorena,profmirian30091982,45.0
2874,objetivolorena,profnataliacabral,24.25
2875,objetivolorena,profnilson26051969,3.0
2876,objetivolorena,profpaulo15051981,10.25
2877,objetivolorena,profrachel27021987,66.5
2878,objetivolorena,profrafael01012000,1.0
2879,objetivolorena,profricardo08101973,12.25
2880,objetivolorena,profrosana19051965,7.25
2881,objetivolorena,profrosely03061967,40.0
2882,objetivolorena,profsandra13051968,22.75
2883,objetivolorena,profsavia30071993,13.25
2884,objetivolorena,profsilvana10061974,18.25
2885,objetivolorena,profsimone23091975,22.25
2886,objetivolorena,proftadeu31101961,12.6
2887,objetivolorena,profteresa12011966,43.6
2888,objetivolorena,proftereza19091984,17.75
2889,objetivolorena,profviviane02121995,30.0
2890,objetivoteresina,sas.admin,2582.0
2891,objetivoteresina,sas.professor,3.0
2892,oficinadoestudante,adm.francisco,3.0
2893,oficinadoestudante,amandaproost,4.0
2894,oficinadoestudante,biancarondinella,6.0
2895,oficinadoestudante,carol.profauxiliar,41.67
2896,oficinadoestudante,colegiooficina,78.5
2897,oficinadoestudante,coodenacaobarao,109.5
2898,oficinadoestudante,coodenacaoef,95.5
2899,oficinadoestudante,coordenacaoem,15.5
2900,oficinadoestudante,damg22,7.67
2901,oficinadoestudante,direcaotaquaral,92.5
2902,oficinadoestudante,edileuzaquim,6.0
2903,oficinadoestudante,evandroluisaraujo,13.0
2904,oficinadoestudante,fund2taquaral,130.0
2905,oficinadoestudante,melissa.barros,17.5
2906,oficinadoestudante,oficinaxadrez,6.5
2907,oficinadoestudante,orientacaoef,59.0
2908,oficinadoestudante,orientacaotaquaral,192.0
2909,oficinadoestudante,patitralli,6.0
2910,oficinadoestudante,profoficina04,38.67
2911,oficinadoestudante,profoficina07,9.0
2912,oficinadoestudante,profoficina08,43.0
2913,oficinadoestudante,profoficina09,91.0
2914,oficinadoestudante,profoficina10,28.5
2915,oficinadoestudante,profoficina104,15.0
2916,oficinadoestudante,profoficina109,4.0
2917,oficinadoestudante,profoficina11,91.5
2918,oficinadoestudante,profoficina13,30.0
2919,oficinadoestudante,profoficina15,67.25
2920,oficinadoestudante,profoficina17,6.0
2921,oficinadoestudante,profoficina18,73.67
2922,oficinadoestudante,profoficina19,67.0
2923,oficinadoestudante,profoficina20,48.0
2924,oficinadoestudante,profoficina21,46.75
2925,oficinadoestudante,profoficina22,54.5
2926,oficinadoestudante,profoficina23,5.0
2927,oficinadoestudante,profoficina24,31.0
2928,oficinadoestudante,profoficina25,2.5
2929,oficinadoestudante,profoficina27,11.5
2930,oficinadoestudante,profoficina28,7.0
2931,oficinadoestudante,profoficina29,4.0
2932,oficinadoestudante,profoficina30,43.0
2933,oficinadoestudante,profoficina31,31.0
2934,oficinadoestudante,profoficina32,28.0
2935,oficinadoestudante,profoficina34,21.5
2936,oficinadoestudante,profoficina35,15.5
2937,oficinadoestudante,profoficina36,11.5
2938,oficinadoestudante,profoficina37,18.0
2939,oficinadoestudante,profoficina38,12.0
2940,oficinadoestudante,profoficina40,8.0
2941,oficinadoestudante,profoficina41,29.0
2942,oficinadoestudante,profoficina42,8.5
2943,oficinadoestudante,profoficina43,7.0
2944,oficinadoestudante,profoficina44,10.5
2945,oficinadoestudante,profoficina45,9.5
2946,oficinadoestudante,profoficina46,14.0
2947,oficinadoestudante,profoficina47,13.0
2948,oficinadoestudante,profoficina49,26.0
2949,oficinadoestudante,profoficina50,4.0
2950,oficinadoestudante,profoficina51,4.0
2951,oficinadoestudante,profoficina52,4.5
2952,oficinadoestudante,profoficina53,15.0
2953,oficinadoestudante,profoficina54,4.5
2954,oficinadoestudante,profoficina55,7.0
2955,oficinadoestudante,profoficina56,14.0
2956,oficinadoestudante,profoficina57,38.0
2957,oficinadoestudante,profoficina58,7.0
2958,oficinadoestudante,profoficina59,28.0
2959,oficinadoestudante,profoficina60,15.0
2960,oficinadoestudante,profoficina62,5.0
2961,oficinadoestudante,profoficina64,8.0
2962,oficinadoestudante,profoficina65,10.0
2963,oficinadoestudante,profoficina67,13.0
2964,oficinadoestudante,profoficina68,6.0
2965,oficinadoestudante,profoficina69,4.0
2966,oficinadoestudante,profoficina70,16.0
2967,oficinadoestudante,profoficina71,8.0
2968,oficinadoestudante,profoficina73,5.0
2969,oficinadoestudante,profoficina74,15.0
2970,oficinadoestudante,profoficina75,10.0
2971,oficinadoestudante,profoficina76,4.0
2972,oficinadoestudante,profoficina77,6.0
2973,oficinadoestudante,profoficina78,7.0
2974,oficinadoestudante,profoficina79,21.0
2975,oficinadoestudante,profoficina81,5.0
2976,oficinadoestudante,profoficina82,6.0
2977,oficinadoestudante,profoficina83,15.0
2978,oficinadoestudante,profoficina84,4.0
2979,oficinadoestudante,profoficina85,2.0
2980,oficinadoestudante,profoficina86,13.0
2981,oficinadoestudante,profoficina88,8.0
2982,oficinadoestudante,profoficina89,2.5
2983,oficinadoestudante,profoficina90,9.0
2984,oficinadoestudante,profoficina93,8.0
2985,oficinadoestudante,profoficina94,7.0
2986,oficinadoestudante,profoficina95,7.5
2987,oficinadoestudante,profoficina97,4.0
2988,oficinadoestudante,profoficina98,4.0
2989,oficinadoestudante,profoficina99,6.0
2990,oficinadoestudante,silvio.sawaya,17.5
2991,oswalddeandrade,adminsas,1.0
2992,overabelcabral,17062008,8.25
2993,overabelcabral,26011995,8.0
2994,overabelcabral,27031995,103.0
2995,overabelcabral,ADILSON.TAVARES.ABEL,16.2
2996,overabelcabral,ADRYANO.STWART.ABEL,4.0
2997,overabelcabral,ALEX.LINCON.ABEL,6.8
2998,overabelcabral,ALEXANDRA.COORD,4.0
2999,overabelcabral,ALEXSSANDRA.AVELINO.ABEL,43.25
3000,overabelcabral,ANTONIO.AUGUSTO.ABEL,20.0
3001,overabelcabral,ARADY.SILVA,84.6
3002,overabelcabral,ARTHUR.MARTINELLI.ABEL,86.4
3003,overabelcabral,BRUCE.LEE.ABEL,7.6
3004,overabelcabral,CAMILA.AUGUSTA.ABEL,18.4
3005,overabelcabral,CESAR.ZANDONAI.ABEL,24.25
3006,overabelcabral,CICERO.BRUNO.ABEL,19.8
3007,overabelcabral,CLEMILDA.COORD,519.4
3008,overabelcabral,CRISTIANO.SOARES.ABEL,26.5
3009,overabelcabral,CYNTHIA.FERNANDA.ABEL,27.0
3010,overabelcabral,DANIEL.LUCAS.ABEL,16.0
3011,overabelcabral,DANIEL.SILVA.ABEL,9.8
3012,overabelcabral,DEBORA.VIRGINIA.ABEL,33.4
3013,overabelcabral,DINARTE.GUIMARAES.ABEL,10.5
3014,overabelcabral,Douglas.Coelho.AB,3.0
3015,overabelcabral,EDVANIA.RIBEIRO.ABEL,79.8
3016,overabelcabral,ELISANGELA.DELFINO.ABEL,27.25
3017,overabelcabral,EMERSON.DE.ABEL,6.0
3018,overabelcabral,FININHO.ABEL,55.0
3019,overabelcabral,FRANCISCA.ARINUZA.ABEL,2.0
3020,overabelcabral,FRANCISCO.JAILSON.ABEL,4.0
3021,overabelcabral,GILLZICLEY.SILVA.ABEL,3.67
3022,overabelcabral,GIRLENIA.COORD,8.0
3023,overabelcabral,HEVERTON.DA.ABEL,25.25
3024,overabelcabral,IARA.SILVIA.ABEL,16.75
3025,overabelcabral,JANDSON.RAFAEL.ABEL,8.0
3026,overabelcabral,JESSE.FABIANO.ABEL,14.33
3027,overabelcabral,JOAO.LUCAS.ABEL,16.2
3028,overabelcabral,JOAO.MARCELO.ABEL,7.0
3029,overabelcabral,JOSE.SOARES.ABEL,1.5
3030,overabelcabral,JOSILAN.NUNES.ABEL,23.25
3031,overabelcabral,JUCINEIDE.DE.ABEL,64.0
3032,overabelcabral,JUSSILENO.SOUZA.ABEL,29.67
3033,overabelcabral,KARLA.DANIELLE.ABEL,28.5
3034,overabelcabral,KATIA.JANAINA.ABEL,49.6
3035,overabelcabral,KESIA.LIMA.PN,86.8
3036,overabelcabral,KLEYTON.DE.ABEL,31.0
3037,overabelcabral,LARISSA.CRISTINA.ABEL,24.0
3038,overabelcabral,LAYANE.CRISLANE.ABEL,70.0
3039,overabelcabral,MARIA.ANDRESSA.ABEL,4.75
3040,overabelcabral,MARIA.DAS.ABEL,9.5
3041,overabelcabral,MARIA.VITORIA.ABEL,10.6
3042,overabelcabral,MOEMA.LARISSA.ABEL,21.25
3043,overabelcabral,MONICA.FAGUNDES.ABEL,19.5
