,namespace,owner,"Média de exércicios selecionados, curados ou criados por mês"
1258,colegioguilhermedealmeida,fabioapmonteiro,15.0
1259,colegioguilhermedealmeida,fabiocorinthians,6.0
1260,colegioguilhermedealmeida,fabioluizsimon,47.62
1261,colegioguilhermedealmeida,grazieladasneves,23.5
1262,colegioguilhermedealmeida,grazielagaspar,32.67
1263,colegioguilhermedealmeida,guilhermetohi,5.33
1264,colegioguilhermedealmeida,gustavo.caldas,4.0
1265,colegioguilhermedealmeida,ikeda,124.6
1266,colegioguilhermedealmeida,iristrevisan,21.14
1267,colegioguilhermedealmeida,isabellacosta,30.0
1268,colegioguilhermedealmeida,isabelofumo,46.5
1269,colegioguilhermedealmeida,jaquelinega,80.0
1270,colegioguilhermedealmeida,jemusugo,22.75
1271,colegioguilhermedealmeida,jorgechaves,7.2
1272,colegioguilhermedealmeida,larissamabello,107.8
1273,colegioguilhermedealmeida,lucasaraujo,9.5
1274,colegioguilhermedealmeida,lucianacravero,33.17
1275,colegioguilhermedealmeida,luicascarlos,20.0
1276,colegioguilhermedealmeida,luizfernandoleite,24.67
1277,colegioguilhermedealmeida,mauriciobitencourt,16.71
1278,colegioguilhermedealmeida,michelalves,106.0
1279,colegioguilhermedealmeida,nataliateixeira,28.5
1280,colegioguilhermedealmeida,pedrohenriqueverdan,21.33
1281,colegioguilhermedealmeida,priscila.franca,21.14
1282,colegioguilhermedealmeida,rafaelpirata,51.43
1283,colegioguilhermedealmeida,renan.rsfelix,6.0
1284,colegioguilhermedealmeida,sandraramos,21.0
1285,colegioguilhermedealmeida,simonecristina,27.67
1286,colegioguilhermedealmeida,simonenunes,50.0
1287,colegioguilhermedealmeida,solangeaparecida,47.86
1288,colegioguilhermedealmeida,talitateixeira,14.25
1289,colegioguilhermedealmeida,vanessacurriel,58.86
1290,colegioiguatemy,alexia.alonso,342.0
1291,colegioiguatemy,amandah84,66.5
1292,colegioiguatemy,anapcr99,107.25
1293,colegioiguatemy,betarte2015,333.25
1294,colegioiguatemy,clarianaro54,62.0
1295,colegioiguatemy,everton.jose,162.67
1296,colegioiguatemy,igprof41,132.25
1297,colegioiguatemy,patriciao14,1.0
1298,colegioiguatemy,profig01,90.71
1299,colegioiguatemy,profig06,111.43
1300,colegioiguatemy,profig07,155.86
1301,colegioiguatemy,profig08,198.5
1302,colegioiguatemy,profig09,157.88
1303,colegioiguatemy,profig10,50.14
1304,colegioiguatemy,profig11,45.62
1305,colegioiguatemy,profig12,59.29
1306,colegioiguatemy,profig15,205.43
1307,colegioiguatemy,profig16,103.29
1308,colegioiguatemy,profig17,80.57
1309,colegioiguatemy,profig18,233.86
1310,colegioiguatemy,profig22,158.0
1311,colegioiguatemy,profig24,65.0
1312,colegioiguatemy,profig26,242.62
1313,colegioiguatemy,profig27,15.5
1314,colegioiguatemy,williamzr82,81.0
1315,colegiointegral,RodrigoLima,70.25
1316,colegiointegral,adroaldolima,114.29
1317,colegiointegral,agama,57.33
1318,colegiointegral,alexandrasantos,167.12
1319,colegiointegral,anacd34,49.0
1320,colegiointegral,analuizarego,199.25
1321,colegiointegral,angelicaqueiroz,50.0
1322,colegiointegral,antoniaps66,4.5
1323,colegiointegral,arianepeixoto,3.0
1324,colegiointegral,barbaraportela,32.25
1325,colegiointegral,bartilotti,68.71
1326,colegiointegral,beatrizreis,384.25
1327,colegiointegral,brunolar78,168.0
1328,colegiointegral,caraujo,5.0
1329,colegiointegral,carine2019,55.12
1330,colegiointegral,cbrito,213.75
1331,colegiointegral,claudiakids63,44.12
1332,colegiointegral,danielsilva1,50.12
1333,colegiointegral,dartcssl41,3.0
1334,colegiointegral,dayanedias,24.5
1335,colegiointegral,dcavalcanti,84.88
1336,colegiointegral,dejesus,203.75
1337,colegiointegral,deysemiranda14,101.0
1338,colegiointegral,ecaldeira,182.62
1339,colegiointegral,eduardoluis2,86.62
1340,colegiointegral,euclides,67.86
1341,colegiointegral,fabiomutti,74.25
1342,colegiointegral,felipesm54,267.0
1343,colegiointegral,fernandaargollo,19.5
1344,colegiointegral,fernandagermano,39.0
1345,colegiointegral,fiinho,141.75
1346,colegiointegral,flaviana19,128.12
1347,colegiointegral,gabrielanpereira,40.0
1348,colegiointegral,gabrielfalmeida,91.29
1349,colegiointegral,gideonmuniz,164.0
1350,colegiointegral,gsantino,37.88
1351,colegiointegral,hamilton69,61.0
1352,colegiointegral,helenamoraes,190.62
1353,colegiointegral,ilanaguimaraes,78.25
1354,colegiointegral,isaiza,161.62
1355,colegiointegral,iuri.freitas,191.75
1356,colegiointegral,izabelaguerreiro,3.33
1357,colegiointegral,jeffersonferreira,11.83
1358,colegiointegral,jpinheiro,1012.25
1359,colegiointegral,julianadiasintegral,87.2
1360,colegiointegral,larafreitas,87.88
1361,colegiointegral,leilabortolucci,58.88
1362,colegiointegral,lidiagoncalves,89.25
1363,colegiointegral,liulima78,3.0
1364,colegiointegral,luizalavorato,26.25
1365,colegiointegral,luizasmenezes,3.67
1366,colegiointegral,marcioaurelyano,49.25
1367,colegiointegral,marcuseloi,62.14
1368,colegiointegral,mariabussi,104.25
1369,colegiointegral,mariofisica,29.62
1370,colegiointegral,mauricioneto,23.5
1371,colegiointegral,mbordoni,89.0
1372,colegiointegral,mdorian,82.0
1373,colegiointegral,meiremartins,42.38
1374,colegiointegral,milaneteixeira,174.86
1375,colegiointegral,moysesprelhs,64.0
1376,colegiointegral,mrosario,36.25
1377,colegiointegral,murilocm20,99.86
1378,colegiointegral,paulasandrine,4.5
1379,colegiointegral,pcarvalho,33.12
1380,colegiointegral,pcorreia,39.75
1381,colegiointegral,pedrohenriqueathaide,20.0
1382,colegiointegral,ppaula,445.12
1383,colegiointegral,protelma,171.12
1384,colegiointegral,rafaelrangel,33.38
1385,colegiointegral,raonychave,52.5
1386,colegiointegral,rebecakelly,64.0
1387,colegiointegral,rgonzalez,96.0
1388,colegiointegral,ricardocarvalho,9.33
1389,colegiointegral,robsonsilva2,214.71
1390,colegiointegral,roquelinaitaia,56.25
1391,colegiointegral,saraaraujo,156.0
1392,colegiointegral,sergioa76,60.38
1393,colegiointegral,sergiomagalhaes,108.57
1394,colegiointegral,tacyanamoreira,48.0
1395,colegiointegral,targolo,52.62
1396,colegiointegral,tfreitas,88.5
1397,colegiointegral,thanimafra,36.25
1398,colegiointegral,tmedeiros,28.83
1399,colegiointegral,tormundo,11.43
1400,colegiointegral,vladmir,93.88
1401,colegiointegral,wendelgomes,89.5
1402,colegiointegral,wladmirbezerra,115.12
1403,colegiojoaopaulo,adriana.rita,63.5
1404,colegiojoaopaulo,alex.soares,48.6
1405,colegiojoaopaulo,alexei.machado,229.38
1406,colegiojoaopaulo,aline.costa,64.71
1407,colegiojoaopaulo,alvaro.neto,97.29
1408,colegiojoaopaulo,amanda.ayres,104.0
1409,colegiojoaopaulo,ana.marson,64.0
1410,colegiojoaopaulo,andressa.campezato,56.33
1411,colegiojoaopaulo,ariane.chagas,277.0
1412,colegiojoaopaulo,carla.bavaresco,68.33
1413,colegiojoaopaulo,carlos.leandro,37.0
1414,colegiojoaopaulo,cintia.regina,91.71
1415,colegiojoaopaulo,claudia.morena,12.0
1416,colegiojoaopaulo,claudia.regina,170.29
1417,colegiojoaopaulo,claudia.schneider,23.67
1418,colegiojoaopaulo,cristiano.rupp,81.43
1419,colegiojoaopaulo,diego.angelos,12.17
1420,colegiojoaopaulo,eliete.lucia,65.0
1421,colegiojoaopaulo,eva.maria,122.0
1422,colegiojoaopaulo,fabiane.campos,54.14
1423,colegiojoaopaulo,felipe.bondan,59.5
1424,colegiojoaopaulo,fernanda.universitario,1.0
1425,colegiojoaopaulo,gabriel.aimi,40.0
1426,colegiojoaopaulo,gilson.brisolara,144.43
1427,colegiojoaopaulo,grace.costa,258.88
1428,colegiojoaopaulo,guilherme.guerra,81.8
1429,colegiojoaopaulo,henrique.aro,27.83
1430,colegiojoaopaulo,izabela.espindola,60.0
1431,colegiojoaopaulo,jessica.lauermann,2.0
1432,colegiojoaopaulo,jonasstanley,2.0
1433,colegiojoaopaulo,jones.ferreira,58.43
1434,colegiojoaopaulo,kerolin.correa,48.0
1435,colegiojoaopaulo,laura.antunes,1.0
1436,colegiojoaopaulo,laura.bueno,12.0
1437,colegiojoaopaulo,lisiane.maria,46.0
1438,colegiojoaopaulo,luciano.machado,53.38
1439,colegiojoaopaulo,marcelo.nunes,50.57
1440,colegiojoaopaulo,marcos.bondan,56.6
1441,colegiojoaopaulo,marcos.santos,90.86
1442,colegiojoaopaulo,martha.rheingantz,50.0
1443,colegiojoaopaulo,matheus.luz,87.0
1444,colegiojoaopaulo,oliver.goulart,48.57
1445,colegiojoaopaulo,paula.albiero,9.5
1446,colegiojoaopaulo,paulo.vargas,231.38
1447,colegiojoaopaulo,pedro.grunberg,53.12
1448,colegiojoaopaulo,pedro.oselame,10.0
1449,colegiojoaopaulo,rafael.alves,1.0
1450,colegiojoaopaulo,raquel.costa,65.0
1451,colegiojoaopaulo,raquel.ferreira,59.4
1452,colegiojoaopaulo,regina.universitario,192.0
1453,colegiojoaopaulo,thais.presa,47.6
1454,colegiojoaopaulo,thiago.nunes,62.5
1455,colegioliceu,adminsas,6115.5
1456,colegioliceu,sas.admin,123.0
1457,colegiomagnum,prof.viniciusmoura,44.5
1458,colegiomagnum,rafael.alves,218.0
1459,colegiomartinus,sas.admin,6399.0
1460,colegiomartinus,sas.professor,3.0
1461,colegionovopatio,joaoferreira.np2021,159.6
1462,colegionovopatio,pedrocenturione.np2021,30.0
1463,colegioplanck,academico,1271.5
1464,colegioplanck,erica.cp,10.0
1465,colegiopremium,Alessandra.santos,521.71
1466,colegiopremium,Fabiany.Catunda,18.33
1467,colegiopremium,Jdhenef.cruz,20.0
1468,colegiopremium,Karoline.Amorim,1.0
1469,colegiopremium,caroline.rocha,8.0
1470,colegiopremium,diego.santos,13.0
1471,colegiopremium,estevao.farias,4.0
1472,colegiopremium,fabricio.azevedo,9.0
1473,colegiopremium,francisco.neto,20.0
1474,colegiopremium,gustavo.capela,2.67
1475,colegiopremium,iara.bentes,20.5
1476,colegiopremium,jean.silva,1.0
1477,colegiopremium,jocimar.xavier,13.0
1478,colegiopremium,karla.santo,356.29
1479,colegiopremium,luciana.correa,523.6
1480,colegiopremium,massila.guedes,8.5
1481,colegiopremium,melquisedeque.campos,28.0
1482,colegiopremium,priscila.brito,12.0
1483,colegiopremium,renan.batista,8.5
1484,colegiopremium,vanessa.galvao,3.0
1485,colegiopremium,yasmin.calado,35.0
1486,colegiopremium,yuri.mendes1,2.0
1487,colegiopremiumgentil,pamelasantana.premium,10.0
1488,colegiopremiumgentil,premium.anderson,25.0
1489,colegiopremiumgentil,premium.yurimendes,8.0
1490,colegiopremiumgentil,selton.martins,186.0
1491,colegioprogresso,progresso,1.0
1492,colegioprogresso,sas.admin,3037.0
1493,colegioprogresso,sas.professor,8.0
1494,colegioriobranco,riobranco,14.0
1495,colegioriobranco,sas.admin,5223.0
1496,colegioriobranco,sas.professor,3.0
1497,colegiosaberviver,sas.admin,9.0
1498,colegiosantamaria,colegiosantamaria,20.0
1499,colegiosantamaria,sas.admin,328.0
1500,colegiosaoluis,colegiosaoluis,3.0
1501,colegiosaoluis,sas.admin,1663.5
1502,colegiosaoluis,sas.professor,6.0
1503,colegiosete,Gui20102006,78.88
1504,colegiosete,Kessia,3.71
1505,colegiosete,Lima24,19.0
1506,colegiosete,adenaide.alves,90.8
1507,colegiosete,alan.lopes,36.71
1508,colegiosete,andreasouza,35.57
1509,colegiosete,andreiacarmo,30.25
1510,colegiosete,andrey.oliveira,28.43
1511,colegiosete,arivaldo.jesus,51.4
1512,colegiosete,celso.junior,15.8
1513,colegiosete,claudia.rafaella,6.5
1514,colegiosete,clea.bernardo,92.38
1515,colegiosete,cristiane.lourenco,25.88
1516,colegiosete,diogosouza,12.5
1517,colegiosete,edla.cruz,927.12
1518,colegiosete,elidia.santos,48.12
1519,colegiosete,fagner.soares,34.5
1520,colegiosete,flavio.oliveira,20.83
1521,colegiosete,gilson.pereira,12.5
1522,colegiosete,gleubsia.arruda,36.86
1523,colegiosete,gloria.aline,10.6
1524,colegiosete,icarov26,142.57
1525,colegiosete,isaac.costa,14.6
1526,colegiosete,jean11936102,4.0
1527,colegiosete,joelmaejmel,3.4
1528,colegiosete,manoela.vasconcelos,74.5
1529,colegiosete,marlus.gomes,4.5
1530,colegiosete,neirenascimento,55.0
1531,colegiosete,osmanrd12,28.0
1532,colegiosete,profedmario,74.4
1533,colegiosete,ricardo.filho,21.0
1534,colegiosete,roberta.santos,125.0
1535,colegiosete,rosemeire.silva,67.25
1536,colegiosete,sabrinass20,65.5
1537,colegiosete,stelle.costa,28.43
1538,colegiosete,tacila.rayane,2.4
1539,colegiosete,thamires.moreira,9.0
1540,colegiosete,thiago.pereira,67.62
1541,colegiosete,valquiria.silva,23.86
1542,colegiosete,viviany.lira,29.75
1543,colegiosete,wilmacf43,42.8
1544,colegiosete,zelia,186.0
1545,colegiouirapuru,Bruno.castro,13.2
1546,colegiouirapuru,Maria.Sugahara,132.5
1547,colegiouirapuru,aline.aquino,37.86
1548,colegiouirapuru,amanda.kiyama,56.71
1549,colegiouirapuru,ana.benzoni,24.0
1550,colegiouirapuru,andre.silva2,35.67
1551,colegiouirapuru,bruna.domingues,45.4
1552,colegiouirapuru,camila.mattos,1.5
1553,colegiouirapuru,carolina.vieira,66.0
1554,colegiouirapuru,daniela.almenara,19.2
1555,colegiouirapuru,esther.guastella,136.43
1556,colegiouirapuru,fernando.borcsik,26.17
1557,colegiouirapuru,flavia.correa,25.2
1558,colegiouirapuru,gabriela.antonio,12.0
1559,colegiouirapuru,gabriela.pereira,27.17
1560,colegiouirapuru,gabriella.gomes,37.2
1561,colegiouirapuru,guilherme.soto,87.29
1562,colegiouirapuru,isabella.amaral,41.0
1563,colegiouirapuru,jean.cardoso,13.2
1564,colegiouirapuru,juliana.cares,13.0
1565,colegiouirapuru,larissa.basso,70.57
1566,colegiouirapuru,marcela.lemos,9.0
1567,colegiouirapuru,mariane.silva,55.67
1568,colegiouirapuru,maron.mendes,10.75
1569,colegiouirapuru,nathan.penha,56.0
1570,colegiouirapuru,patricia.silva2,97.0
1571,colegiouirapuru,prof.ana.bastos,32.83
1572,colegiouirapuru,prof.barbara.crudo,26.83
1573,colegiouirapuru,prof.carlos.guariglia,67.33
1574,colegiouirapuru,prof.carlos.vaz,33.25
1575,colegiouirapuru,prof.claudia.marques,35.71
1576,colegiouirapuru,prof.cleisi.tezzotto,25.0
1577,colegiouirapuru,prof.eduardo.torres,170.0
1578,colegiouirapuru,prof.eric.bernardo,14.2
1579,colegiouirapuru,prof.fabiana.hahmann,62.5
1580,colegiouirapuru,prof.francileide.cunha,110.25
1581,colegiouirapuru,prof.gisele.prado,43.6
1582,colegiouirapuru,prof.gustavo.marichal,23.86
1583,colegiouirapuru,prof.karla.oliva,23.17
1584,colegiouirapuru,prof.katia.yabiku,88.4
1585,colegiouirapuru,prof.marcelo.morandi,26.67
1586,colegiouirapuru,prof.maria.silva,42.29
1587,colegiouirapuru,prof.poliana.gomiero,25.0
1588,colegiouirapuru,prof.vivian.pretti,64.5
1589,colegiouirapuru,rafael.pacce,56.71
1590,colegiouirapuru,silvia.ambrozio,31.5
1591,colegiouirapuru,stephanie.claro,20.0
1592,colegiouirapuru,tatiana.pasin,77.75
1593,colegiouirapuru,vinicius.salvestro,34.6
1594,colegiouniverso,MikaelySoares,3.0
1595,colegiouniverso,UNIVERSO.ARNOL.ROSA,4.83
1596,colegiouniverso,abner.souza,18.33
1597,colegiouniverso,alexandre.ferreira,9.0
1598,colegiouniverso,andre.gatinho,27.0
1599,colegiouniverso,bruno.barreto,4.33
1600,colegiouniverso,carolina.menezes,4.57
1601,colegiouniverso,daisy.macedo,7.0
1602,colegiouniverso,daniel.carmo,2.0
1603,colegiouniverso,francisco.assis,36.0
1604,colegiouniverso,glaucia.mirandil,11.0
1605,colegiouniverso,gleice.machado,33.0
1606,colegiouniverso,helder.santos,12.75
1607,colegiouniverso,jessica.suelem,10.43
1608,colegiouniverso,joao.amorim,20.0
1609,colegiouniverso,jose.alberto,7.0
1610,colegiouniverso,julio.costa,1.5
1611,colegiouniverso,luiz.antonio,22.5
1612,colegiouniverso,luzianderson.silva,7.0
1613,colegiouniverso,marcelo.nazare,50.67
1614,colegiouniverso,naira.priscila,151.4
1615,colegiouniverso,nayanne.adriane,242.83
1616,colegiouniverso,rosa.vieira,25.8
1617,colegiouniverso,thiago.souza,7.0
1618,colegiouniverso,thompson.alvarenga,16.0
1619,colegiouniverso,vagno.carvalho,660.71
1620,colegiouniverso,victor.oliveira,20.0
1621,colegioup,claudeted19,1007.62
1622,colegioup,lidiane.nobre,402.5
1623,colegioup,prof0084,28.33
1624,colegioup,prof081,41.0
1625,colegioup,prof85,11.67
1626,colegioup,profup01,10.0
1627,colegioup,profup02,55.6
1628,colegioup,profup03,20.83
1629,colegioup,profup04,11.67
1630,colegioup,profup05,30.5
1631,colegioup,profup06,26.0
1632,colegioup,profup07,36.88
1633,colegioup,profup08,27.14
1634,colegioup,profup10,33.75
1635,colegioup,profup12,15.71
1636,colegioup,profup13,46.0
1637,colegioup,profup14,14.29
1638,colegioup,profup16,29.62
1639,colegioup,profup20,29.43
1640,colegioup,profup21,24.62
1641,colegioup,profup22,27.38
1642,colegioup,profup25,9.86
1643,colegioup,profup26,30.0
1644,colegioup,profup27,31.88
1645,colegioup,profup30,11.25
1646,colegioup,profup32,45.75
1647,colegioup,profup34,40.83
1648,colegioup,profup35,18.12
1649,colegioup,profup38,29.43
1650,colegioup,profup39,39.43
1651,colegioup,profup40,39.88
1652,colegioup,profup41,23.83
1653,colegioup,profup42,32.5
1654,colegioup,profup43,45.67
1655,colegioup,profup44,23.62
1656,colegioup,up0087,20.0
1657,colegioup,wesleybp44,30.0
1658,conexaosaber,barbarabraga,55.2
1659,conexaosaber,brunogustavo,41.2
1660,conexaosaber,ccstamires,7.5
1661,conexaosaber,clarissad,47.5
1662,conexaosaber,cynara.professora,12.5
1663,conexaosaber,danielebatistash,46.83
1664,conexaosaber,eduardotimbo,60.5
1665,conexaosaber,fabiulosilva,37.86
1666,conexaosaber,fabriciodeoliveira,10.71
1667,conexaosaber,francosta,25.71
1668,conexaosaber,heloisateixeira,47.71
1669,conexaosaber,inacioluz,69.0
1670,conexaosaber,jean.amorim,120.5
1671,conexaosaber,karineuchoa15,51.17
1672,conexaosaber,lubarlei,64.5
1673,conexaosaber,lucasremigio,18.8
1674,conexaosaber,marcosmiranda1808,111.6
1675,conexaosaber,neidenobre,103.5
1676,conexaosaber,paulabarbosasouza,55.0
1677,conexaosaber,paulasbarbosa,12.5
1678,conexaosaber,rebecapessoa,55.71
1679,conexaosaber,sarahalice,104.0
1680,conexaosaber,valeria.marjorie,101.83
1681,conexaosaber,viviansousa.chan,90.0
1682,conexaosaber,ygorjacks,22.0
1683,conradochaves,edu.dejane.tome.ca,4.0
1684,contemporaneocidadeverde,adriane.silva.cv,30.33
1685,contemporaneocidadeverde,alberto.nascimento.cv,13.5
1686,contemporaneocidadeverde,aline.lima.cv,36.0
1687,contemporaneocidadeverde,ana.decastro.cv,8.0
1688,contemporaneocidadeverde,ana.vianna.cv,70.0
1689,contemporaneocidadeverde,breno.camara.cv,35.33
1690,contemporaneocidadeverde,carlos.soares.cv,10.0
1691,contemporaneocidadeverde,cv.roberto.peixoto,18.0
1692,contemporaneocidadeverde,daniel.andrade.cv,45.0
1693,contemporaneocidadeverde,danutaw.cv,59.0
1694,contemporaneocidadeverde,dinarte.junior.cv,15.0
1695,contemporaneocidadeverde,edson.carlos.cv,20.0
1696,contemporaneocidadeverde,edson.paulino.cv,20.0
1697,contemporaneocidadeverde,elaine.amorim.cv,44.0
1698,contemporaneocidadeverde,eros.junior.cv,14.0
1699,contemporaneocidadeverde,gizelly.lima,10.0
1700,contemporaneocidadeverde,gutemberg.silva.cv,40.0
1701,contemporaneocidadeverde,janaina.almeida.cv,36.0
1702,contemporaneocidadeverde,jeany.silva.cv,30.0
1703,contemporaneocidadeverde,jobson.nascimento.cv,45.0
1704,contemporaneocidadeverde,julliano.ferreira,8.0
1705,contemporaneocidadeverde,luciano.ramos.cv,10.0
1706,contemporaneocidadeverde,luis.reis.cv,33.0
1707,contemporaneocidadeverde,luiz.filho.cv,40.0
1708,contemporaneocidadeverde,luiz.rachetti.cv,9.0
1709,contemporaneocidadeverde,marcio.andrade.cv,107.0
1710,contemporaneocidadeverde,mariana.lavoura.cv,30.5
1711,contemporaneocidadeverde,marilia.silva.cv,45.0
1712,contemporaneocidadeverde,marinalva.santos.cv,20.0
1713,contemporaneocidadeverde,nathania.oliveira,52.0
1714,contemporaneocidadeverde,neyrobson.fernandes.cv,23.0
1715,contemporaneocidadeverde,patricia.barros.cv,28.5
1716,contemporaneocidadeverde,patricia.oliveira.cv,1.0
1717,contemporaneocidadeverde,pedro.villar.cv,189.0
1718,contemporaneocidadeverde,regina.ferro,12.5
1719,contemporaneocidadeverde,ricardo.coringa.cv,80.0
1720,contemporaneocidadeverde,ricky.casado.cv,55.0
1721,contemporaneolagoanova,alberto.nascimento,8.0
1722,contemporaneolagoanova,aline.lima,26.67
1723,contemporaneolagoanova,amanda.sousa,32.0
1724,contemporaneolagoanova,ana.decastro,10.5
1725,contemporaneolagoanova,breno.camara,32.0
1726,contemporaneolagoanova,carlos.soares,66.0
1727,contemporaneolagoanova,cleiton.fideles,110.0
1728,contemporaneolagoanova,dagmar.ribeiro,4.0
1729,contemporaneolagoanova,daniel.andrade,43.5
1730,contemporaneolagoanova,danutaw,29.0
1731,contemporaneolagoanova,dinarte.juniorln,11.0
1732,contemporaneolagoanova,edson.carlos,20.0
1733,contemporaneolagoanova,elaine.amorim,4.5
1734,contemporaneolagoanova,eros.junior,19.67
1735,contemporaneolagoanova,giovanna.maria,21.67
1736,contemporaneolagoanova,gizelly.limaln,10.0
1737,contemporaneolagoanova,gutemberg.silva,40.5
1738,contemporaneolagoanova,jeany.silva,28.33
1739,contemporaneolagoanova,joao.dantasln,9.0
1740,contemporaneolagoanova,jobson.nascimento,40.0
1741,contemporaneolagoanova,luciano.ramos,10.0
1742,contemporaneolagoanova,luis.reis,44.5
1743,contemporaneolagoanova,luiz.rachetti,9.0
1744,contemporaneolagoanova,magno.silva,20.0
1745,contemporaneolagoanova,marcio.andrade,61.0
1746,contemporaneolagoanova,mariana.lavouraln,39.0
1747,contemporaneolagoanova,marilia.silvaln,35.0
1748,contemporaneolagoanova,marina.pinheiro,20.0
1749,contemporaneolagoanova,marinalva.santosln,10.0
1750,contemporaneolagoanova,nathalie.fonsecaln,25.0
1751,contemporaneolagoanova,neyrobson.vieiraln,29.0
1752,contemporaneolagoanova,patricia.barrosln,28.0
1753,contemporaneolagoanova,philipe.brilhante,32.0
1754,contemporaneolagoanova,ricardo.coringaln,55.0
1755,contemporaneolagoanova,ricky.casadoln,73.33
1756,contemporaneolagoanova,roberto.peixotoln,22.0
1757,contemporaneolagoanova,vanessa.lourencoln,30.0
1758,cotemig,luizfernando.cotemig,5.0
1759,cotemig,mariaconceicao.cotemig,8.0
1760,cotemig,otaviano.cotemig,2.0
1761,cotemig,otavianosilverio.cotemig,3.0
1762,cotemig,paulohenrique.cotemig,3.0
1763,cotemig,rodrigo.eduqoprof,21.0
1764,crb,14895728,30.0
1765,crb,Daniojima,20.0
1766,crb,FabianaPegoraro,72.86
1767,crb,Okuma,4.0
1768,crb,adriana.caramez.crb,6.5
1769,crb,adriana.emiko.crb,10.0
1770,crb,anahan,5.0
1771,crb,andreademarch,20.0
1772,crb,anne.santana,682.14
1773,crb,camila.vilar,13.0
1774,crb,carolinasperandio,10.0
1775,crb,celso.mitter,786.57
1776,crb,claudia.policicio.crb,26.0
1777,crb,eduardo.guedes,6.0
1778,crb,everton.pereira,2.0
1779,crb,fanny.nascimento.crb,5.0
1780,crb,felipe.vidoi,669.88
1781,crb,gabriela.moura.crb,10.0
1782,crb,gabriella.relva.crb,6.0
1783,crb,giselenog,6.0
1784,crb,giselle.bernardo.crb,31.0
1785,crb,jualiana.yamazato,10.0
1786,crb,kelly.sacardi,100.14
1787,crb,ktok,6.0
1788,crb,lucas.carvalho.crb,9.0
1789,crb,marcelogiraldi,4.0
1790,crb,miltonvargas,8.0
1791,crb,mirtestimpanaro,117.86
1792,crb,pauloarid,81.14
1793,crb,r3g1n4s0,12.33
1794,crb,rachele.hanania.crb,9.5
1795,crb,rafael.tadeu,6.0
1796,crb,rafaelprado,6.0
1797,crb,recondi,173.86
1798,crb,renato.casemiro.crb,30.0
1799,crb,rosanecesari,97.14
1800,crb,rosmeire.garcia.crb,4.0
1801,crb,sonia.leites,10.0
1802,crb,teo.sidarta,44.0
1803,crb,thiago.rodrigues.crb,5.0
1804,crescercampinas,FernandaVieira,21.4
1805,crescercampinas,LeticiaCeschi,27.33
1806,crescercampinas,andersonbg,11.5
1807,crescercampinas,leticiamsilva,322.5
1808,crescercampinas,maricy,441.0
1809,crescercampinas,patisouza,5.0
1810,crescercampinas,pedroneves,46.71
1811,crescercampinas,profadrieltorres,32.71
1812,crescercampinas,profafabi,43.71
1813,crescercampinas,profapaulatardim,36.83
1814,crescercampinas,profbrendatacchelli,36.0
1815,crescercampinas,profbrenocaetano,11.86
1816,crescercampinas,profcristianohorta,15.71
1817,crescercampinas,profdilersantos,23.33
1818,crescercampinas,profdoni,22.0
1819,crescercampinas,proferikacosta,56.2
1820,crescercampinas,profgabriellima,24.14
1821,crescercampinas,profgiovanamattoso,20.0
1822,crescercampinas,profgraziellezappa,41.29
1823,crescercampinas,profjonasmarques,51.14
1824,crescercampinas,profleonardoborges,48.14
1825,crescercampinas,profluisgcalliman,18.14
1826,crescercampinas,profmanuelnegrete,43.33
1827,crescercampinas,profmarcospaulo,54.25
1828,crescercampinas,profmarcosreis,30.0
1829,crescercampinas,profmauriciomeyer,29.14
1830,crescercampinas,profmilenabetoncelli,54.29
1831,crescercampinas,profmonicasp,49.83
1832,crescercampinas,profmurilopanzarin,20.43
1833,crescercampinas,profnataliabarbosa,38.0
1834,crescercampinas,profpatriciapereira,37.0
1835,crescercampinas,profpriscilatae,25.71
1836,crescercampinas,profrosanasilva,32.33
1837,crescercampinas,profrosangelapidde,17.5
1838,crescercampinas,profthiagodini,42.14
1839,crescercampinas,profviniciusfalleiros,26.71
1840,crescercampinas,teixeirafisca,14.86
1841,criancaesperanca,eduprof.vilamar.araujo.ce,10.0
1842,culturainglesa,ilonaboot,3.0
1843,cursobase,ProfessoraVeronica,9.75
1844,cursobase,americomontenegro,1011.67
1845,cursobase,bruno.cardozo,150.0
1846,cursobase,guilherme.nunes,8.0
1847,cursobase,julianatemporin,133.25
1848,cursoenfase,Joelson.oliveira,125.0
1849,cursoenfase,arthur.oliveira,26.67
1850,cursoenfase,eurico.lucas,1.5
1851,cursoenfase,jonasstanley,2.0
1852,cursoenfase,marcelo.brito,5.0
1853,cursoenfase,marcio.augusto,10.0
1854,cursoenfase,marcos.bio,10.0
1855,cursoenfase,rafael.cunha,11.0
1856,cursoenfase,thiago.souza,20.0
1857,cursoenfase,thompson,15.0
1858,cursoenfase,waldir.fernando,15.0
1859,cursoenfase,yara.felizardo,121.0
1860,cursoisfera,barbara.beloti,2.0
1861,cursoisfera,ea.simulados,642.12
1862,cursoisfera,julio.cesara,25.57
1863,cursoisfera,keila.martins,20.0
1864,cursoisfera,luc.torres,13.0
1865,cursoisfera,mp.leandro,26.8
1866,cursoisfera,priscila.campos,88.29
1867,cursoisfera,rodrigo.sociologia,5.0
1868,cursoleopoldo,cursoleopoldo,78.75
1869,cursoleopoldo,leopoldom,19.67
1870,cursosazambuja,profaza01,165.0
