,namespace,owner,"Média de exércicios selecionados, curados ou criados por mês"
4035,spdacruz,veneziani,48.71
4036,spdacruz,viniciusfaria,88.0
4037,spdacruz,viniciusmagno,23.67
4038,spdacruz,vivianecsilva,614.0
4039,spdacruz,yuribarros,51.43
4040,stellamarisaguaverde,ana.alexandrini,38.33
4041,stellamarisaguaverde,ariane.chagas,408.0
4042,stellamarisaguaverde,edna.menezes,61.75
4043,stellamarisaguaverde,eliaquim.silva,145.71
4044,stellamarisaguaverde,glaziele.miranda,11.67
4045,stellamarisaguaverde,heluisa.martins,4.86
4046,stellamarisaguaverde,leonardo.ceschin,231.5
4047,stellamarisaguaverde,natalia.magri,15.2
4048,stellamarisaguaverde,nathan.rodrigues,9.38
4049,stellamarisaguaverde,paola.rompava,2.0
4050,stellamarisaguaverde,silvia.santana,33.33
4051,stellamarisaguaverde,thiago.vinicius,5.29
4052,stellamarisjuveve,adriane.becker,10.6
4053,stellamarisjuveve,alexsandro.rodrigues,24.0
4054,stellamarisjuveve,amais,16.0
4055,stellamarisjuveve,ana.bianconi,366.38
4056,stellamarisjuveve,ana.motas,12.67
4057,stellamarisjuveve,andrele.caroline,26.62
4058,stellamarisjuveve,aneli.regina,58.0
4059,stellamarisjuveve,angelo.ricardo,10.67
4060,stellamarisjuveve,anita.jane,12.5
4061,stellamarisjuveve,ariane.chagas,226.0
4062,stellamarisjuveve,cintia.lopes,39.0
4063,stellamarisjuveve,daniel.faria,208.0
4064,stellamarisjuveve,daniele.witt,112.5
4065,stellamarisjuveve,edilton.jose,62.57
4066,stellamarisjuveve,edvan.cleder,41.0
4067,stellamarisjuveve,eliaquim.silva,417.12
4068,stellamarisjuveve,eliel.vialle,119.67
4069,stellamarisjuveve,evelini.monte,20.25
4070,stellamarisjuveve,fernanda.costa,28.5
4071,stellamarisjuveve,fernanda.felipe,39.0
4072,stellamarisjuveve,franciele.greboge,31.5
4073,stellamarisjuveve,francielle.da,24.5
4074,stellamarisjuveve,gabriela.fernandes,19.38
4075,stellamarisjuveve,giovanna.mazzaro,17.5
4076,stellamarisjuveve,gisele.guedes,119.5
4077,stellamarisjuveve,gustavo.rodrigues,25.71
4078,stellamarisjuveve,heluisa.martins,6.17
4079,stellamarisjuveve,ivete.denise,44.8
4080,stellamarisjuveve,jomar.chagas,13.0
4081,stellamarisjuveve,juliana.aparecida,21.5
4082,stellamarisjuveve,juliana.tokarski,50.0
4083,stellamarisjuveve,juliano.fogaca,8.0
4084,stellamarisjuveve,karen.christiane,53.0
4085,stellamarisjuveve,leonardo.ceschin,628.38
4086,stellamarisjuveve,luana.liborio,22.6
4087,stellamarisjuveve,luis.carlos,57.25
4088,stellamarisjuveve,luiz.carlos,39.0
4089,stellamarisjuveve,luiza.coelho,208.57
4090,stellamarisjuveve,maicon.faccini,16.0
4091,stellamarisjuveve,manuella.galvao,20.86
4092,stellamarisjuveve,marcia.costa,48.0
4093,stellamarisjuveve,marilia.ianhez,20.29
4094,stellamarisjuveve,milena.reis,2.0
4095,stellamarisjuveve,natalia.magri,20.5
4096,stellamarisjuveve,nathan.rodrigues,9.0
4097,stellamarisjuveve,osvaldo.luis,6.0
4098,stellamarisjuveve,rafael.andre,18.0
4099,stellamarisjuveve,rafaella.borsatti,11.38
4100,stellamarisjuveve,raul.alonso,7.33
4101,stellamarisjuveve,rosemari.laskos,9.75
4102,stellamarisjuveve,sabrina.titon,17.17
4103,stellamarisjuveve,sandra.mara,52.29
4104,stellamarisjuveve,siddhartha.kumar,54.8
4105,stellamarisjuveve,thiago.vinicius,52.57
4106,stellamarisjuveve,walter.coelho,63.14
4107,stellamarisjuveve,william.melo,40.5
4108,stellamarisxaxim,amanda.zanatta,32.14
4109,stellamarisxaxim,andrea.granado,30.0
4110,stellamarisxaxim,ariane.chagas,104.0
4111,stellamarisxaxim,carla.schwart,10.25
4112,stellamarisxaxim,daniel.s.faria,37.83
4113,stellamarisxaxim,daniela.teza,3.6
4114,stellamarisxaxim,diego.lima,20.33
4115,stellamarisxaxim,edna.menezes,56.0
4116,stellamarisxaxim,eliaquim.silva,285.25
4117,stellamarisxaxim,emilia.noronha,8.0
4118,stellamarisxaxim,evelini.nascimento,4.17
4119,stellamarisxaxim,evellyn.bonoto,18.71
4120,stellamarisxaxim,fabio.jurachek,30.86
4121,stellamarisxaxim,flavia.regina,337.0
4122,stellamarisxaxim,francis.barbara,25.25
4123,stellamarisxaxim,francisco.teixeira,26.0
4124,stellamarisxaxim,gabriela.fernandes,7.5
4125,stellamarisxaxim,giovana.natasha,48.0
4126,stellamarisxaxim,giovanna.valenza,15.5
4127,stellamarisxaxim,gisele.cristina,5.67
4128,stellamarisxaxim,gislaine.ferreira,38.67
4129,stellamarisxaxim,gustavo.rodrigues,30.0
4130,stellamarisxaxim,jhenifer.rodrigues,1.67
4131,stellamarisxaxim,joice.mara,11.33
4132,stellamarisxaxim,josiana.falco,35.86
4133,stellamarisxaxim,laiane.aires,6.2
4134,stellamarisxaxim,leonardo.ceschin,605.25
4135,stellamarisxaxim,luis.siqueira,12.0
4136,stellamarisxaxim,marcia.alves,12.86
4137,stellamarisxaxim,marcos.ramos,32.75
4138,stellamarisxaxim,nathan.lima,11.67
4139,stellamarisxaxim,pamela.fernandes,8.5
4140,stellamarisxaxim,patricia.rodrigues,13.12
4141,stellamarisxaxim,priscila.anastasio,2.0
4142,stellamarisxaxim,rafael.ramos,33.0
4143,stellamarisxaxim,rosana.rocio,12.86
4144,stellamarisxaxim,siddhartha.giese,9.0
4145,stellamarisxaxim,silvana.campos,21.25
4146,stellamarisxaxim,simone.maria,21.25
4147,stellamarisxaxim,sonia.atherino,15.2
4148,stellamarisxaxim,suzanquele.dias,4.0
4149,stellamarisxaxim,talita.alves,28.88
4150,stellamarisxaxim,thiago.vasconcelos,13.25
4151,stellamarisxaxim,walter.queiroz,38.0
4152,tialo,eduprof.polyana.magdalla,1.0
4153,tiathais,master.ana.cecilia,2.0
4154,tiathais,master.daniele.freitas,3.0
4155,tiathais,renato.carneiro,3.0
4156,tiquinhodegente,master.maria.gloria,1.0
4157,tiquinhodegente,renato.carneiro,3.0
4158,universitariolondrina,DEBORA.PAULA.SANTOS,51.25
4159,universitariolondrina,MARCO.CAPRI.UNIVERSITARIO,13.0
4160,universitariolondrina,adriana.maciel.universitario,65.62
4161,universitariolondrina,ana.barbosa.universitario,8.0
4162,universitariolondrina,ana.valeria.universitario,22.0
4163,universitariolondrina,anapaula.lotti.universitario,7.5
4164,universitariolondrina,anderson.kikuchi.universitario,73.86
4165,universitariolondrina,andre.matsuubara.universitario,9.67
4166,universitariolondrina,andre.tolino.universitario,37.75
4167,universitariolondrina,bruno.silvone.universitario,25.6
4168,universitariolondrina,carlos.augusto.universitario,33.57
4169,universitariolondrina,carlos.silva.universitario,21.8
4170,universitariolondrina,cassia.marques.universitario,72.86
4171,universitariolondrina,christopher.whitt.universitario,19.5
4172,universitariolondrina,daisy.tedardi.universitario,34.71
4173,universitariolondrina,daniel.carneiro.universitario,13.71
4174,universitariolondrina,deise.suzumura.universitario,20.0
4175,universitariolondrina,demetrio.junior.universitario,39.71
4176,universitariolondrina,denise.barros.universitario,63.5
4177,universitariolondrina,diego.pianovski.universitario,70.0
4178,universitariolondrina,edilaine.rizzuto.universitario,67.0
4179,universitariolondrina,edmara.zamberlan.universitario,60.6
4180,universitariolondrina,edmilson.leite.universitario,131.67
4181,universitariolondrina,edneia.pinho.universitario,10.83
4182,universitariolondrina,eduardo.favaro.universitario,41.12
4183,universitariolondrina,elaine.ramos.universitario,18.12
4184,universitariolondrina,elma.abelha.universitario,56.38
4185,universitariolondrina,enio.massao.universitario,14.5
4186,universitariolondrina,fabiana.rechi.universitario,54.88
4187,universitariolondrina,fabiano.scalassara.universitario,64.12
4188,universitariolondrina,fabio.bruschi.universitario,50.88
4189,universitariolondrina,fatima.universitario,36.0
4190,universitariolondrina,fernanda.socorro.universitario,28.0
4191,universitariolondrina,flaviano.lopes.universitario,26.5
4192,universitariolondrina,graciano.beletti.universitario,77.25
4193,universitariolondrina,guilherme.mansano.universitario,63.5
4194,universitariolondrina,gustavo.afonso.universitario,26.25
4195,universitariolondrina,gustavo.corazza.universitario,8.83
4196,universitariolondrina,henrique.zotarelli.universitario,42.71
4197,universitariolondrina,ingrid.selegrin.universitario,62.71
4198,universitariolondrina,isabela.bacaro.universitario,41.0
4199,universitariolondrina,joao.capri.universitario,67.0
4200,universitariolondrina,joelson.juliani.universitario,8.33
4201,universitariolondrina,jonasstanley,4.0
4202,universitariolondrina,josaine.pacheco.universitario,46.38
4203,universitariolondrina,juliano.souza.universitario,24.0
4204,universitariolondrina,julio.silva.universitario,16.57
4205,universitariolondrina,junio.silva.universitario,13.5
4206,universitariolondrina,kalahan.seleri.universitario,79.12
4207,universitariolondrina,larissa.alencar.universitario,18.62
4208,universitariolondrina,ligia.giovaninetti.universitario,45.0
4209,universitariolondrina,loren.chicilia,46.33
4210,universitariolondrina,lucas.andrade.universitario,87.12
4211,universitariolondrina,lucas.prado.universitario,14.43
4212,universitariolondrina,luci.giovaninetti.universitario,14.33
4213,universitariolondrina,luiz.bueno.universitario,12.83
4214,universitariolondrina,marcos.castilho.universitario,50.83
4215,universitariolondrina,marisa.raatz,332.25
4216,universitariolondrina,matheus.favaro.universitario,57.0
4217,universitariolondrina,monica.barone.universitario,3.0
4218,universitariolondrina,monica.costa.universitario,38.25
4219,universitariolondrina,osmar.pereira.universitario,38.5
4220,universitariolondrina,paulo.inada.universitario,19.62
4221,universitariolondrina,professor.pedro.kikumoto,53.2
4222,universitariolondrina,rafael.alves,96.0
4223,universitariolondrina,rafael.canaveze.universitario,50.62
4224,universitariolondrina,rafael.ferreira.universitario,32.0
4225,universitariolondrina,rafael.pelaquim.universitario,53.88
4226,universitariolondrina,raphael.testa.universitario,10.0
4227,universitariolondrina,raquel.cardoso.universitario,39.75
4228,universitariolondrina,rebeca.macedo.universitario,35.62
4229,universitariolondrina,rejane.silva.universitario,31.38
4230,universitariolondrina,renata.martins.universitario,5.0
4231,universitariolondrina,renata.pires.universitario,65.12
4232,universitariolondrina,renato.santaella.universitario,69.0
4233,universitariolondrina,ricardo.santos.universitario,38.33
4234,universitariolondrina,rodolfo.funfas.universitario,7.67
4235,universitariolondrina,rodrigo.mendonca.universitario,26.5
4236,universitariolondrina,rogerio.mendonca.universitario,61.0
4237,universitariolondrina,rosa.cardoso.universitario,58.0
4238,universitariolondrina,roziane.fernandes.universitario,45.62
4239,universitariolondrina,sandra.arcuri.universitario,46.25
4240,universitariolondrina,sergio.endo.universitario,54.88
4241,universitariolondrina,sidney.almeida.universitario,39.12
4242,universitariolondrina,simone.costa.universitario,1.0
4243,universitariolondrina,simone.neves.universitario,43.38
4244,universitariolondrina,sonia.ribeiro.universitario,8.86
4245,universitariolondrina,sonia.sita.universitario,31.25
4246,universitariolondrina,taiane.silva.universitario,52.5
4247,universitariolondrina,tatiane.veigas.universitario,43.12
4248,universitariolondrina,univaldo.buranello.universitario,66.5
4249,universitariolondrina,vanessa.goncalves.universitario,28.5
4250,universitariolondrina,vinicius.lima.universitario,24.6
4251,universitariolondrina,vivian.piazza.universitario,87.14
4252,universobarcarena,alvaro.ayres1,46.5
4253,universobarcarena,ana.cristina1,25.0
4254,universobarcarena,angelica.pastana1,50.0
4255,universobarcarena,antonio.carlos1,25.0
4256,universobarcarena,arnaldo.silva1,10.0
4257,universobarcarena,brenda.dias1,94.2
4258,universobarcarena,claudete.souza1,103.4
4259,universobarcarena,cleber.monteiro1,74.0
4260,universobarcarena,cristiano.magalhaes1,46.4
4261,universobarcarena,cristiano.navegantes1,69.33
4262,universobarcarena,dalton.rodrigues1,34.29
4263,universobarcarena,ederson.costa1,30.0
4264,universobarcarena,edinaldo.andrade1,31.67
4265,universobarcarena,eliana.bastos1,68.6
4266,universobarcarena,elizabeth.ferreira1,64.2
4267,universobarcarena,ennyo.vinicios1,65.33
4268,universobarcarena,erika.tatiane1,94.17
4269,universobarcarena,estefany.bastos1,47.25
4270,universobarcarena,fabiany.machado1,27.43
4271,universobarcarena,fabricio.jacob1,12.0
4272,universobarcarena,fatima.moreira1,105.0
4273,universobarcarena,fernanda.lima1,58.0
4274,universobarcarena,flavia.amoedo1,1.0
4275,universobarcarena,gedielson.soeiro1,25.0
4276,universobarcarena,giancarlo.pereira,31.4
4277,universobarcarena,hadassa.moura,12.0
4278,universobarcarena,helbert.danilo1,15.0
4279,universobarcarena,helio.rebelo1,25.8
4280,universobarcarena,isabele.angelica1,152.8
4281,universobarcarena,jannia.erika1,136.5
4282,universobarcarena,jdhenef.cruz1,51.33
4283,universobarcarena,joelma.pinheiro1,97.33
4284,universobarcarena,karen.fortuna1,15.17
4285,universobarcarena,leandro.monteiro1,43.17
4286,universobarcarena,lucas.moreira1,66.71
4287,universobarcarena,marcia.azevedo,46.4
4288,universobarcarena,marcio.ribeiro1,118.0
4289,universobarcarena,marcos.girard1,25.5
4290,universobarcarena,monica.monteiro1,79.29
4291,universobarcarena,natalia.magno1,44.14
4292,universobarcarena,paula.lago1,116.2
4293,universobarcarena,paulo.siqueira1,11.0
4294,universobarcarena,priscila.carvalho1,50.0
4295,universobarcarena,renato.daniel1,55.0
4296,universobarcarena,rony.roderico1,24.0
4297,universobarcarena,shirley.colonheis1,140.4
4298,universobarcarena,soraya.sacramento1,20.0
4299,universobarcarena,thaissa.fatima,1101.0
4300,universobarcarena,universoclaudia,1.33
4301,universobarcarena,vinicius.ferreira1,10.0
4302,valdemiracoelho,eduprof.lucia.gomes.vc,36.0
4303,valdemiracoelho,eduprof.luiza.cristina.vc,8.0
4304,valdemiracoelho,eduprof.maria.geisa.vc,5.0
4305,valdemiracoelho,eduprof.mayrilenne.rodrigues.vc,10.0
4306,valdemiracoelho,eduprof.ramiro.monteiro.vc,32.67
4307,valdemiracoelho,eduprof.samuel.martins.vc,32.0
4308,venceslauchaves,eduprofvc.maria.rodrigues,1.0
4309,vicentecravo,eduprof.ivan.silva,19.0
4310,villalobos,AlineMatiusso,12.29
4311,villalobos,AnaCarol,126.12
4312,villalobos,RivaldoSagradin,130.5
4313,villalobos,adrianolacerdarolim,21.29
4314,villalobos,alexandrealtomani,116.25
4315,villalobos,amandamolina,19.43
4316,villalobos,anaguerra,18.14
4317,villalobos,angelovansan,58.67
4318,villalobos,arianepaiva,78.0
4319,villalobos,barbaradellaroza,36.75
4320,villalobos,biancamilan,6.33
4321,villalobos,borim,64.5
4322,villalobos,brunomachadomedeiros,16.14
4323,villalobos,caioalmeida,85.14
4324,villalobos,carolbalbino,42.14
4325,villalobos,carolselingardi,30.0
4326,villalobos,cintiapogoretti,29.6
4327,villalobos,danieladiab,35.2
4328,villalobos,danielagodoy,29.88
4329,villalobos,dannibenete,68.75
4330,villalobos,dimitrius,27.71
4331,villalobos,edersondonizeti,17.5
4332,villalobos,edmilsons35,20.43
4333,villalobos,eduardobertuzzi,16.38
4334,villalobos,eduardomoreirasouza,30.83
4335,villalobos,educardocosta,10.67
4336,villalobos,fabiosampaio,27.62
4337,villalobos,ferdinandocaique,40.14
4338,villalobos,fernandopagan,61.0
4339,villalobos,gabrielpiassa,43.0
4340,villalobos,ivanpiffer,65.25
4341,villalobos,joaopaulooliveira,34.88
4342,villalobos,joicevanini,25.43
4343,villalobos,josefabio,28.43
4344,villalobos,josejoao,35.86
4345,villalobos,joserossi,8.29
4346,villalobos,jubonetti,19.0
4347,villalobos,julioamerico,5.0
4348,villalobos,laracazotto,1795.71
4349,villalobos,larissamazzuco,18.57
4350,villalobos,ligiacr76,12.5
4351,villalobos,lucastostes,87.25
4352,villalobos,luiscarlosramos,115.25
4353,villalobos,luizcassiani,5.0
4354,villalobos,marcosurbano,144.43
4355,villalobos,mariafernandav,35.0
4356,villalobos,mariaferrazza,65.43
4357,villalobos,nataliaferrari,31.75
4358,villalobos,pauloschiavo,28.0
4359,villalobos,projetoinformacao,60.0
4360,villalobos,rafaellaribas,127.5
4361,villalobos,rafaelmendes,29.33
4362,villalobos,rafaelnicoletti,273.71
4363,villalobos,rafaelreisdeandrade,5.0
4364,villalobos,rosanadossantos,56.0
4365,villalobos,talitaariela,106.62
4366,villalobos,thaismarson,74.6
4367,villalobos,thiagobazani,38.86
4368,villalobos,tiagogrionnunes,23.0
4369,villalobos,valeriadepieri,33.29
4370,villalobos,valteralexandre,24.43
4371,villalobos,victorfortinizarrella,18.25
4372,villalobos,villa1190,40.33
4373,villalobos,villa3130,14.33
4374,villalobos,vitoriagirol,62.71
4375,visaorecife,sas.admin,2015.0
4376,zacariasliberato,eduprof.maria.pinto,1.0
4377,zecarioca,eduprof.jose.edinilson,12.0
